Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation
M1059,yes,no,2,flat,backward,log,r_cos,space
M1060,yes,no,2,flat,backward,log,r_cos,graph
M1061,yes,no,2,flat,backward,log,r_corr,space
M1062,yes,no,2,flat,backward,log,r_corr,graph
M1063,yes,no,2,flat,backward,log,cooc,space
M1064,yes,no,2,flat,backward,log,cooc,graph
M1065,yes,no,2,flat,backward,ppmi,distance,space
M1066,yes,no,2,flat,backward,ppmi,distance,graph
M1067,yes,no,2,flat,backward,ppmi,cos,space
M1068,yes,no,2,flat,backward,ppmi,cos,graph
M1069,yes,no,2,flat,backward,ppmi,corr,space
M1070,yes,no,2,flat,backward,ppmi,corr,graph
M1071,yes,no,2,flat,backward,ppmi,r_distance,space
M1072,yes,no,2,flat,backward,ppmi,r_distance,graph
M1073,yes,no,2,flat,backward,ppmi,r_cos,space
M1074,yes,no,2,flat,backward,ppmi,r_cos,graph
M1075,yes,no,2,flat,backward,ppmi,r_corr,space
M1076,yes,no,2,flat,backward,ppmi,r_corr,graph
M1077,yes,no,2,flat,backward,ppmi,cooc,space
M1078,yes,no,2,flat,backward,ppmi,cooc,graph
M1079,yes,no,2,flat,backward,non,distance,space
M1080,yes,no,2,flat,backward,non,distance,graph
M1081,yes,no,2,flat,backward,non,cos,space
M1082,yes,no,2,flat,backward,non,cos,graph
M1083,yes,no,2,flat,backward,non,corr,space
M1084,yes,no,2,flat,backward,non,corr,graph
M1085,yes,no,2,flat,backward,non,r_distance,space
M1086,yes,no,2,flat,backward,non,r_distance,graph
M1087,yes,no,2,flat,backward,non,r_cos,space
M1088,yes,no,2,flat,backward,non,r_cos,graph
M1089,yes,no,2,flat,backward,non,r_corr,space
M1090,yes,no,2,flat,backward,non,r_corr,graph
M1091,yes,no,2,flat,backward,non,cooc,space
M1092,yes,no,2,flat,backward,non,cooc,graph
M1093,yes,no,2,flat,summed,log,distance,space
M1094,yes,no,2,flat,summed,log,distance,graph
M1095,yes,no,2,flat,summed,log,cos,space
M1096,yes,no,2,flat,summed,log,cos,graph
M1097,yes,no,2,flat,summed,log,corr,space
M1098,yes,no,2,flat,summed,log,corr,graph
M1099,yes,no,2,flat,summed,log,r_distance,space
M1100,yes,no,2,flat,summed,log,r_distance,graph
M1101,yes,no,2,flat,summed,log,r_cos,space
M1102,yes,no,2,flat,summed,log,r_cos,graph
M1103,yes,no,2,flat,summed,log,r_corr,space
M1104,yes,no,2,flat,summed,log,r_corr,graph
M1105,yes,no,2,flat,summed,log,cooc,space
M1106,yes,no,2,flat,summed,log,cooc,graph
M1107,yes,no,2,flat,summed,ppmi,distance,space
M1108,yes,no,2,flat,summed,ppmi,distance,graph
M1109,yes,no,2,flat,summed,ppmi,cos,space
M1110,yes,no,2,flat,summed,ppmi,cos,graph
M1111,yes,no,2,flat,summed,ppmi,corr,space
M1112,yes,no,2,flat,summed,ppmi,corr,graph
M1113,yes,no,2,flat,summed,ppmi,r_distance,space
M1114,yes,no,2,flat,summed,ppmi,r_distance,graph
M1115,yes,no,2,flat,summed,ppmi,r_cos,space
M1116,yes,no,2,flat,summed,ppmi,r_cos,graph
M1117,yes,no,2,flat,summed,ppmi,r_corr,space
M1118,yes,no,2,flat,summed,ppmi,r_corr,graph
M1119,yes,no,2,flat,summed,ppmi,cooc,space
M1120,yes,no,2,flat,summed,ppmi,cooc,graph
M1121,yes,no,2,flat,summed,non,distance,space
M1122,yes,no,2,flat,summed,non,distance,graph
M1123,yes,no,2,flat,summed,non,cos,space
M1124,yes,no,2,flat,summed,non,cos,graph
M1125,yes,no,2,flat,summed,non,corr,space
M1126,yes,no,2,flat,summed,non,corr,graph
M1127,yes,no,2,flat,summed,non,r_distance,space
M1128,yes,no,2,flat,summed,non,r_distance,graph
M1129,yes,no,2,flat,summed,non,r_cos,space
M1130,yes,no,2,flat,summed,non,r_cos,graph
M1131,yes,no,2,flat,summed,non,r_corr,space
M1132,yes,no,2,flat,summed,non,r_corr,graph
M1133,yes,no,2,flat,summed,non,cooc,space
M1134,yes,no,2,flat,summed,non,cooc,graph
M1135,yes,no,2,linear,forward,log,distance,space
M1136,yes,no,2,linear,forward,log,distance,graph
M1137,yes,no,2,linear,forward,log,cos,space
M1138,yes,no,2,linear,forward,log,cos,graph
M1139,yes,no,2,linear,forward,log,corr,space
M1140,yes,no,2,linear,forward,log,corr,graph
M1141,yes,no,2,linear,forward,log,r_distance,space
M1142,yes,no,2,linear,forward,log,r_distance,graph
M1143,yes,no,2,linear,forward,log,r_cos,space
M1144,yes,no,2,linear,forward,log,r_cos,graph
M1145,yes,no,2,linear,forward,log,r_corr,space
M1146,yes,no,2,linear,forward,log,r_corr,graph
M1147,yes,no,2,linear,forward,log,cooc,space
M1148,yes,no,2,linear,forward,log,cooc,graph
M1149,yes,no,2,linear,forward,ppmi,distance,space
M1150,yes,no,2,linear,forward,ppmi,distance,graph
M1151,yes,no,2,linear,forward,ppmi,cos,space
M1152,yes,no,2,linear,forward,ppmi,cos,graph
M1153,yes,no,2,linear,forward,ppmi,corr,space
M1154,yes,no,2,linear,forward,ppmi,corr,graph
M1155,yes,no,2,linear,forward,ppmi,r_distance,space
M1156,yes,no,2,linear,forward,ppmi,r_distance,graph
M1157,yes,no,2,linear,forward,ppmi,r_cos,space
M1158,yes,no,2,linear,forward,ppmi,r_cos,graph
M1159,yes,no,2,linear,forward,ppmi,r_corr,space
M1160,yes,no,2,linear,forward,ppmi,r_corr,graph
M1161,yes,no,2,linear,forward,ppmi,cooc,space
M1162,yes,no,2,linear,forward,ppmi,cooc,graph
M1163,yes,no,2,linear,forward,non,distance,space
M1164,yes,no,2,linear,forward,non,distance,graph
M1165,yes,no,2,linear,forward,non,cos,space
M1166,yes,no,2,linear,forward,non,cos,graph
M1167,yes,no,2,linear,forward,non,corr,space
M1168,yes,no,2,linear,forward,non,corr,graph
M1169,yes,no,2,linear,forward,non,r_distance,space
M1170,yes,no,2,linear,forward,non,r_distance,graph
M1171,yes,no,2,linear,forward,non,r_cos,space
M1172,yes,no,2,linear,forward,non,r_cos,graph
M1173,yes,no,2,linear,forward,non,r_corr,space
M1174,yes,no,2,linear,forward,non,r_corr,graph
M1175,yes,no,2,linear,forward,non,cooc,space
M1176,yes,no,2,linear,forward,non,cooc,graph
M1177,yes,no,2,linear,backward,log,distance,space
M1178,yes,no,2,linear,backward,log,distance,graph
M1179,yes,no,2,linear,backward,log,cos,space
M1180,yes,no,2,linear,backward,log,cos,graph
M1181,yes,no,2,linear,backward,log,corr,space
M1182,yes,no,2,linear,backward,log,corr,graph
M1183,yes,no,2,linear,backward,log,r_distance,space
M1184,yes,no,2,linear,backward,log,r_distance,graph
M1185,yes,no,2,linear,backward,log,r_cos,space
M1186,yes,no,2,linear,backward,log,r_cos,graph
M1187,yes,no,2,linear,backward,log,r_corr,space
M1188,yes,no,2,linear,backward,log,r_corr,graph
M1189,yes,no,2,linear,backward,log,cooc,space
M1190,yes,no,2,linear,backward,log,cooc,graph
M1191,yes,no,2,linear,backward,ppmi,distance,space
M1192,yes,no,2,linear,backward,ppmi,distance,graph
M1193,yes,no,2,linear,backward,ppmi,cos,space
M1194,yes,no,2,linear,backward,ppmi,cos,graph
M1195,yes,no,2,linear,backward,ppmi,corr,space
M1196,yes,no,2,linear,backward,ppmi,corr,graph
M1197,yes,no,2,linear,backward,ppmi,r_distance,space
M1198,yes,no,2,linear,backward,ppmi,r_distance,graph
M1199,yes,no,2,linear,backward,ppmi,r_cos,space
M1200,yes,no,2,linear,backward,ppmi,r_cos,graph
M1201,yes,no,2,linear,backward,ppmi,r_corr,space
M1202,yes,no,2,linear,backward,ppmi,r_corr,graph
M1203,yes,no,2,linear,backward,ppmi,cooc,space
M1204,yes,no,2,linear,backward,ppmi,cooc,graph
M1205,yes,no,2,linear,backward,non,distance,space
M1206,yes,no,2,linear,backward,non,distance,graph
M1207,yes,no,2,linear,backward,non,cos,space
M1208,yes,no,2,linear,backward,non,cos,graph
M1209,yes,no,2,linear,backward,non,corr,space
M1210,yes,no,2,linear,backward,non,corr,graph
M1211,yes,no,2,linear,backward,non,r_distance,space
M1212,yes,no,2,linear,backward,non,r_distance,graph
M1213,yes,no,2,linear,backward,non,r_cos,space
M1214,yes,no,2,linear,backward,non,r_cos,graph
M1215,yes,no,2,linear,backward,non,r_corr,space
M1216,yes,no,2,linear,backward,non,r_corr,graph
M1217,yes,no,2,linear,backward,non,cooc,space
M1218,yes,no,2,linear,backward,non,cooc,graph
M1219,yes,no,2,linear,summed,log,distance,space
M1220,yes,no,2,linear,summed,log,distance,graph
M1221,yes,no,2,linear,summed,log,cos,space
M1222,yes,no,2,linear,summed,log,cos,graph
M1223,yes,no,2,linear,summed,log,corr,space
M1224,yes,no,2,linear,summed,log,corr,graph
M1225,yes,no,2,linear,summed,log,r_distance,space
M1226,yes,no,2,linear,summed,log,r_distance,graph
M1227,yes,no,2,linear,summed,log,r_cos,space
M1228,yes,no,2,linear,summed,log,r_cos,graph
M1229,yes,no,2,linear,summed,log,r_corr,space
M1230,yes,no,2,linear,summed,log,r_corr,graph
M1231,yes,no,2,linear,summed,log,cooc,space
M1232,yes,no,2,linear,summed,log,cooc,graph
M1233,yes,no,2,linear,summed,ppmi,distance,space
M1234,yes,no,2,linear,summed,ppmi,distance,graph
M1235,yes,no,2,linear,summed,ppmi,cos,space
M1236,yes,no,2,linear,summed,ppmi,cos,graph
M1237,yes,no,2,linear,summed,ppmi,corr,space
M1238,yes,no,2,linear,summed,ppmi,corr,graph
M1239,yes,no,2,linear,summed,ppmi,r_distance,space
M1240,yes,no,2,linear,summed,ppmi,r_distance,graph
M1241,yes,no,2,linear,summed,ppmi,r_cos,space
M1242,yes,no,2,linear,summed,ppmi,r_cos,graph
M1243,yes,no,2,linear,summed,ppmi,r_corr,space
M1244,yes,no,2,linear,summed,ppmi,r_corr,graph
M1245,yes,no,2,linear,summed,ppmi,cooc,space
M1246,yes,no,2,linear,summed,ppmi,cooc,graph
M1247,yes,no,2,linear,summed,non,distance,space
M1248,yes,no,2,linear,summed,non,distance,graph
M1249,yes,no,2,linear,summed,non,cos,space
M1250,yes,no,2,linear,summed,non,cos,graph
M1251,yes,no,2,linear,summed,non,corr,space
M1252,yes,no,2,linear,summed,non,corr,graph
M1253,yes,no,2,linear,summed,non,r_distance,space
M1254,yes,no,2,linear,summed,non,r_distance,graph
M1255,yes,no,2,linear,summed,non,r_cos,space
M1256,yes,no,2,linear,summed,non,r_cos,graph
M1257,yes,no,2,linear,summed,non,r_corr,space
M1258,yes,no,2,linear,summed,non,r_corr,graph
M1259,yes,no,2,linear,summed,non,cooc,space
M1260,yes,no,2,linear,summed,non,cooc,graph
M1261,yes,no,7,flat,forward,log,distance,space
M1262,yes,no,7,flat,forward,log,distance,graph
M1263,yes,no,7,flat,forward,log,cos,space
M1264,yes,no,7,flat,forward,log,cos,graph
M1265,yes,no,7,flat,forward,log,corr,space
M1266,yes,no,7,flat,forward,log,corr,graph
M1267,yes,no,7,flat,forward,log,r_distance,space
M1268,yes,no,7,flat,forward,log,r_distance,graph
M1269,yes,no,7,flat,forward,log,r_cos,space
M1270,yes,no,7,flat,forward,log,r_cos,graph
M1271,yes,no,7,flat,forward,log,r_corr,space
M1272,yes,no,7,flat,forward,log,r_corr,graph
M1273,yes,no,7,flat,forward,log,cooc,space
M1274,yes,no,7,flat,forward,log,cooc,graph
M1275,yes,no,7,flat,forward,ppmi,distance,space
M1276,yes,no,7,flat,forward,ppmi,distance,graph
M1277,yes,no,7,flat,forward,ppmi,cos,space
M1278,yes,no,7,flat,forward,ppmi,cos,graph
M1279,yes,no,7,flat,forward,ppmi,corr,space
M1280,yes,no,7,flat,forward,ppmi,corr,graph
M1281,yes,no,7,flat,forward,ppmi,r_distance,space
M1282,yes,no,7,flat,forward,ppmi,r_distance,graph
M1283,yes,no,7,flat,forward,ppmi,r_cos,space
M1284,yes,no,7,flat,forward,ppmi,r_cos,graph
M1285,yes,no,7,flat,forward,ppmi,r_corr,space
M1286,yes,no,7,flat,forward,ppmi,r_corr,graph
M1287,yes,no,7,flat,forward,ppmi,cooc,space
M1288,yes,no,7,flat,forward,ppmi,cooc,graph
M1289,yes,no,7,flat,forward,non,distance,space
M1290,yes,no,7,flat,forward,non,distance,graph
M1291,yes,no,7,flat,forward,non,cos,space
M1292,yes,no,7,flat,forward,non,cos,graph
M1293,yes,no,7,flat,forward,non,corr,space
M1294,yes,no,7,flat,forward,non,corr,graph
M1295,yes,no,7,flat,forward,non,r_distance,space
M1296,yes,no,7,flat,forward,non,r_distance,graph
M1297,yes,no,7,flat,forward,non,r_cos,space
M1298,yes,no,7,flat,forward,non,r_cos,graph
M1299,yes,no,7,flat,forward,non,r_corr,space
M1300,yes,no,7,flat,forward,non,r_corr,graph
M1301,yes,no,7,flat,forward,non,cooc,space
M1302,yes,no,7,flat,forward,non,cooc,graph
M1303,yes,no,7,flat,backward,log,distance,space
M1304,yes,no,7,flat,backward,log,distance,graph
M1305,yes,no,7,flat,backward,log,cos,space
M1306,yes,no,7,flat,backward,log,cos,graph
M1307,yes,no,7,flat,backward,log,corr,space
M1308,yes,no,7,flat,backward,log,corr,graph
M1309,yes,no,7,flat,backward,log,r_distance,space
M1310,yes,no,7,flat,backward,log,r_distance,graph
M1311,yes,no,7,flat,backward,log,r_cos,space
M1312,yes,no,7,flat,backward,log,r_cos,graph
M1313,yes,no,7,flat,backward,log,r_corr,space
M1314,yes,no,7,flat,backward,log,r_corr,graph
M1315,yes,no,7,flat,backward,log,cooc,space
M1316,yes,no,7,flat,backward,log,cooc,graph
M1317,yes,no,7,flat,backward,ppmi,distance,space
M1318,yes,no,7,flat,backward,ppmi,distance,graph
M1319,yes,no,7,flat,backward,ppmi,cos,space
M1320,yes,no,7,flat,backward,ppmi,cos,graph
M1321,yes,no,7,flat,backward,ppmi,corr,space
M1322,yes,no,7,flat,backward,ppmi,corr,graph
M1323,yes,no,7,flat,backward,ppmi,r_distance,space
M1324,yes,no,7,flat,backward,ppmi,r_distance,graph
M1325,yes,no,7,flat,backward,ppmi,r_cos,space
M1326,yes,no,7,flat,backward,ppmi,r_cos,graph
M1327,yes,no,7,flat,backward,ppmi,r_corr,space
M1328,yes,no,7,flat,backward,ppmi,r_corr,graph
M1329,yes,no,7,flat,backward,ppmi,cooc,space
M1330,yes,no,7,flat,backward,ppmi,cooc,graph
M1331,yes,no,7,flat,backward,non,distance,space
M1332,yes,no,7,flat,backward,non,distance,graph
M1333,yes,no,7,flat,backward,non,cos,space
M1334,yes,no,7,flat,backward,non,cos,graph
M1335,yes,no,7,flat,backward,non,corr,space
M1336,yes,no,7,flat,backward,non,corr,graph
M1337,yes,no,7,flat,backward,non,r_distance,space
M1338,yes,no,7,flat,backward,non,r_distance,graph
M1339,yes,no,7,flat,backward,non,r_cos,space
M1340,yes,no,7,flat,backward,non,r_cos,graph
M1341,yes,no,7,flat,backward,non,r_corr,space
M1342,yes,no,7,flat,backward,non,r_corr,graph
M1343,yes,no,7,flat,backward,non,cooc,space
M1344,yes,no,7,flat,backward,non,cooc,graph
M1345,yes,no,7,flat,summed,log,distance,space
M1346,yes,no,7,flat,summed,log,distance,graph
M1347,yes,no,7,flat,summed,log,cos,space
M1348,yes,no,7,flat,summed,log,cos,graph
M1349,yes,no,7,flat,summed,log,corr,space
M1350,yes,no,7,flat,summed,log,corr,graph
M1351,yes,no,7,flat,summed,log,r_distance,space
M1352,yes,no,7,flat,summed,log,r_distance,graph
M1353,yes,no,7,flat,summed,log,r_cos,space
M1354,yes,no,7,flat,summed,log,r_cos,graph
M1355,yes,no,7,flat,summed,log,r_corr,space
M1356,yes,no,7,flat,summed,log,r_corr,graph
M1357,yes,no,7,flat,summed,log,cooc,space
M1358,yes,no,7,flat,summed,log,cooc,graph
M1359,yes,no,7,flat,summed,ppmi,distance,space
M1360,yes,no,7,flat,summed,ppmi,distance,graph
M1361,yes,no,7,flat,summed,ppmi,cos,space
M1362,yes,no,7,flat,summed,ppmi,cos,graph
M1363,yes,no,7,flat,summed,ppmi,corr,space
M1364,yes,no,7,flat,summed,ppmi,corr,graph
M1365,yes,no,7,flat,summed,ppmi,r_distance,space
M1366,yes,no,7,flat,summed,ppmi,r_distance,graph
M1367,yes,no,7,flat,summed,ppmi,r_cos,space
M1368,yes,no,7,flat,summed,ppmi,r_cos,graph
M1369,yes,no,7,flat,summed,ppmi,r_corr,space
M1370,yes,no,7,flat,summed,ppmi,r_corr,graph
M1371,yes,no,7,flat,summed,ppmi,cooc,space
M1372,yes,no,7,flat,summed,ppmi,cooc,graph
M1373,yes,no,7,flat,summed,non,distance,space
M1374,yes,no,7,flat,summed,non,distance,graph
M1375,yes,no,7,flat,summed,non,cos,space
M1376,yes,no,7,flat,summed,non,cos,graph
M1377,yes,no,7,flat,summed,non,corr,space
M1378,yes,no,7,flat,summed,non,corr,graph
M1379,yes,no,7,flat,summed,non,r_distance,space
M1380,yes,no,7,flat,summed,non,r_distance,graph
M1381,yes,no,7,flat,summed,non,r_cos,space
M1382,yes,no,7,flat,summed,non,r_cos,graph
M1383,yes,no,7,flat,summed,non,r_corr,space
M1384,yes,no,7,flat,summed,non,r_corr,graph
M1385,yes,no,7,flat,summed,non,cooc,space
M1386,yes,no,7,flat,summed,non,cooc,graph
M1387,yes,no,7,linear,forward,log,distance,space
M1388,yes,no,7,linear,forward,log,distance,graph
M1389,yes,no,7,linear,forward,log,cos,space
M1390,yes,no,7,linear,forward,log,cos,graph
M1391,yes,no,7,linear,forward,log,corr,space
M1392,yes,no,7,linear,forward,log,corr,graph
M1393,yes,no,7,linear,forward,log,r_distance,space
M1394,yes,no,7,linear,forward,log,r_distance,graph
M1395,yes,no,7,linear,forward,log,r_cos,space
M1396,yes,no,7,linear,forward,log,r_cos,graph
M1397,yes,no,7,linear,forward,log,r_corr,space
M1398,yes,no,7,linear,forward,log,r_corr,graph
M1399,yes,no,7,linear,forward,log,cooc,space
M1400,yes,no,7,linear,forward,log,cooc,graph
M1401,yes,no,7,linear,forward,ppmi,distance,space
M1402,yes,no,7,linear,forward,ppmi,distance,graph
M1403,yes,no,7,linear,forward,ppmi,cos,space
M1404,yes,no,7,linear,forward,ppmi,cos,graph
M1405,yes,no,7,linear,forward,ppmi,corr,space
M1406,yes,no,7,linear,forward,ppmi,corr,graph
M1407,yes,no,7,linear,forward,ppmi,r_distance,space
M1408,yes,no,7,linear,forward,ppmi,r_distance,graph
M1409,yes,no,7,linear,forward,ppmi,r_cos,space
M1410,yes,no,7,linear,forward,ppmi,r_cos,graph
M1411,yes,no,7,linear,forward,ppmi,r_corr,space
M1412,yes,no,7,linear,forward,ppmi,r_corr,graph
M1413,yes,no,7,linear,forward,ppmi,cooc,space
M1414,yes,no,7,linear,forward,ppmi,cooc,graph
M1415,yes,no,7,linear,forward,non,distance,space
M1416,yes,no,7,linear,forward,non,distance,graph
M1417,yes,no,7,linear,forward,non,cos,space
M1418,yes,no,7,linear,forward,non,cos,graph
M1419,yes,no,7,linear,forward,non,corr,space
M1420,yes,no,7,linear,forward,non,corr,graph
M1421,yes,no,7,linear,forward,non,r_distance,space
M1422,yes,no,7,linear,forward,non,r_distance,graph
M1423,yes,no,7,linear,forward,non,r_cos,space
M1424,yes,no,7,linear,forward,non,r_cos,graph
M1425,yes,no,7,linear,forward,non,r_corr,space
M1426,yes,no,7,linear,forward,non,r_corr,graph
M1427,yes,no,7,linear,forward,non,cooc,space
M1428,yes,no,7,linear,forward,non,cooc,graph
M1429,yes,no,7,linear,backward,log,distance,space
M1430,yes,no,7,linear,backward,log,distance,graph
M1431,yes,no,7,linear,backward,log,cos,space
M1432,yes,no,7,linear,backward,log,cos,graph
M1433,yes,no,7,linear,backward,log,corr,space
M1434,yes,no,7,linear,backward,log,corr,graph
M1435,yes,no,7,linear,backward,log,r_distance,space
M1436,yes,no,7,linear,backward,log,r_distance,graph
M1437,yes,no,7,linear,backward,log,r_cos,space
M1438,yes,no,7,linear,backward,log,r_cos,graph
M1439,yes,no,7,linear,backward,log,r_corr,space
M1440,yes,no,7,linear,backward,log,r_corr,graph
M1441,yes,no,7,linear,backward,log,cooc,space
M1442,yes,no,7,linear,backward,log,cooc,graph
M1443,yes,no,7,linear,backward,ppmi,distance,space
M1444,yes,no,7,linear,backward,ppmi,distance,graph
M1445,yes,no,7,linear,backward,ppmi,cos,space
M1446,yes,no,7,linear,backward,ppmi,cos,graph
M1447,yes,no,7,linear,backward,ppmi,corr,space
M1448,yes,no,7,linear,backward,ppmi,corr,graph
M1449,yes,no,7,linear,backward,ppmi,r_distance,space
M1450,yes,no,7,linear,backward,ppmi,r_distance,graph
M1451,yes,no,7,linear,backward,ppmi,r_cos,space
M1452,yes,no,7,linear,backward,ppmi,r_cos,graph
M1453,yes,no,7,linear,backward,ppmi,r_corr,space
M1454,yes,no,7,linear,backward,ppmi,r_corr,graph
M1455,yes,no,7,linear,backward,ppmi,cooc,space
M1456,yes,no,7,linear,backward,ppmi,cooc,graph
M1457,yes,no,7,linear,backward,non,distance,space
M1458,yes,no,7,linear,backward,non,distance,graph
M1459,yes,no,7,linear,backward,non,cos,space
M1460,yes,no,7,linear,backward,non,cos,graph
M1461,yes,no,7,linear,backward,non,corr,space
M1462,yes,no,7,linear,backward,non,corr,graph
M1463,yes,no,7,linear,backward,non,r_distance,space
M1464,yes,no,7,linear,backward,non,r_distance,graph
M1465,yes,no,7,linear,backward,non,r_cos,space
M1466,yes,no,7,linear,backward,non,r_cos,graph
M1467,yes,no,7,linear,backward,non,r_corr,space
M1468,yes,no,7,linear,backward,non,r_corr,graph
M1469,yes,no,7,linear,backward,non,cooc,space
M1470,yes,no,7,linear,backward,non,cooc,graph
M1471,yes,no,7,linear,summed,log,distance,space
M1472,yes,no,7,linear,summed,log,distance,graph
M1473,yes,no,7,linear,summed,log,cos,space
M1474,yes,no,7,linear,summed,log,cos,graph
M1475,yes,no,7,linear,summed,log,corr,space
M1476,yes,no,7,linear,summed,log,corr,graph
M1477,yes,no,7,linear,summed,log,r_distance,space
M1478,yes,no,7,linear,summed,log,r_distance,graph
M1479,yes,no,7,linear,summed,log,r_cos,space
M1480,yes,no,7,linear,summed,log,r_cos,graph
M1481,yes,no,7,linear,summed,log,r_corr,space
M1482,yes,no,7,linear,summed,log,r_corr,graph
M1483,yes,no,7,linear,summed,log,cooc,space
M1484,yes,no,7,linear,summed,log,cooc,graph
M1485,yes,no,7,linear,summed,ppmi,distance,space
M1486,yes,no,7,linear,summed,ppmi,distance,graph
M1487,yes,no,7,linear,summed,ppmi,cos,space
M1488,yes,no,7,linear,summed,ppmi,cos,graph
M1489,yes,no,7,linear,summed,ppmi,corr,space
M1490,yes,no,7,linear,summed,ppmi,corr,graph
M1491,yes,no,7,linear,summed,ppmi,r_distance,space
M1492,yes,no,7,linear,summed,ppmi,r_distance,graph
M1493,yes,no,7,linear,summed,ppmi,r_cos,space
M1494,yes,no,7,linear,summed,ppmi,r_cos,graph
M1495,yes,no,7,linear,summed,ppmi,r_corr,space
M1496,yes,no,7,linear,summed,ppmi,r_corr,graph
M1497,yes,no,7,linear,summed,ppmi,cooc,space
M1498,yes,no,7,linear,summed,ppmi,cooc,graph
M1499,yes,no,7,linear,summed,non,distance,space
M1500,yes,no,7,linear,summed,non,distance,graph
M1501,yes,no,7,linear,summed,non,cos,space
M1502,yes,no,7,linear,summed,non,cos,graph
M1503,yes,no,7,linear,summed,non,corr,space
M1504,yes,no,7,linear,summed,non,corr,graph
M1505,yes,no,7,linear,summed,non,r_distance,space
M1506,yes,no,7,linear,summed,non,r_distance,graph
M1507,yes,no,7,linear,summed,non,r_cos,space
M1508,yes,no,7,linear,summed,non,r_cos,graph
M1509,yes,no,7,linear,summed,non,r_corr,space
M1510,yes,no,7,linear,summed,non,r_corr,graph
M1511,yes,no,7,linear,summed,non,cooc,space
M1512,yes,no,7,linear,summed,non,cooc,graph
M1513,no,yes,1,flat,forward,log,distance,space
M1514,no,yes,1,flat,forward,log,distance,graph
M1515,no,yes,1,flat,forward,log,cos,space
M1516,no,yes,1,flat,forward,log,cos,graph
M1517,no,yes,1,flat,forward,log,corr,space
M1518,no,yes,1,flat,forward,log,corr,graph
M1519,no,yes,1,flat,forward,log,r_distance,space
M1520,no,yes,1,flat,forward,log,r_distance,graph
M1521,no,yes,1,flat,forward,log,r_cos,space
M1522,no,yes,1,flat,forward,log,r_cos,graph
M1523,no,yes,1,flat,forward,log,r_corr,space
M1524,no,yes,1,flat,forward,log,r_corr,graph
M1525,no,yes,1,flat,forward,log,cooc,space
M1526,no,yes,1,flat,forward,log,cooc,graph
M1527,no,yes,1,flat,forward,ppmi,distance,space
M1528,no,yes,1,flat,forward,ppmi,distance,graph
M1529,no,yes,1,flat,forward,ppmi,cos,space
M1530,no,yes,1,flat,forward,ppmi,cos,graph
M1531,no,yes,1,flat,forward,ppmi,corr,space
M1532,no,yes,1,flat,forward,ppmi,corr,graph
M1533,no,yes,1,flat,forward,ppmi,r_distance,space
M1534,no,yes,1,flat,forward,ppmi,r_distance,graph
M1535,no,yes,1,flat,forward,ppmi,r_cos,space
M1536,no,yes,1,flat,forward,ppmi,r_cos,graph
M1537,no,yes,1,flat,forward,ppmi,r_corr,space
M1538,no,yes,1,flat,forward,ppmi,r_corr,graph
M1539,no,yes,1,flat,forward,ppmi,cooc,space
M1540,no,yes,1,flat,forward,ppmi,cooc,graph
M1541,no,yes,1,flat,forward,non,distance,space
M1542,no,yes,1,flat,forward,non,distance,graph
M1543,no,yes,1,flat,forward,non,cos,space
M1544,no,yes,1,flat,forward,non,cos,graph
M1545,no,yes,1,flat,forward,non,corr,space
M1546,no,yes,1,flat,forward,non,corr,graph
M1547,no,yes,1,flat,forward,non,r_distance,space
M1548,no,yes,1,flat,forward,non,r_distance,graph
M1549,no,yes,1,flat,forward,non,r_cos,space
M1550,no,yes,1,flat,forward,non,r_cos,graph
M1551,no,yes,1,flat,forward,non,r_corr,space
M1552,no,yes,1,flat,forward,non,r_corr,graph
M1553,no,yes,1,flat,forward,non,cooc,space
M1554,no,yes,1,flat,forward,non,cooc,graph
M1555,no,yes,1,flat,backward,log,distance,space
M1556,no,yes,1,flat,backward,log,distance,graph
M1557,no,yes,1,flat,backward,log,cos,space
M1558,no,yes,1,flat,backward,log,cos,graph
M1559,no,yes,1,flat,backward,log,corr,space
M1560,no,yes,1,flat,backward,log,corr,graph
M1561,no,yes,1,flat,backward,log,r_distance,space
M1562,no,yes,1,flat,backward,log,r_distance,graph
M1563,no,yes,1,flat,backward,log,r_cos,space
M1564,no,yes,1,flat,backward,log,r_cos,graph
M1565,no,yes,1,flat,backward,log,r_corr,space
M1566,no,yes,1,flat,backward,log,r_corr,graph
M1567,no,yes,1,flat,backward,log,cooc,space
M1568,no,yes,1,flat,backward,log,cooc,graph
M1569,no,yes,1,flat,backward,ppmi,distance,space
M1570,no,yes,1,flat,backward,ppmi,distance,graph
M1571,no,yes,1,flat,backward,ppmi,cos,space
M1572,no,yes,1,flat,backward,ppmi,cos,graph
M1573,no,yes,1,flat,backward,ppmi,corr,space
M1574,no,yes,1,flat,backward,ppmi,corr,graph
M1575,no,yes,1,flat,backward,ppmi,r_distance,space
M1576,no,yes,1,flat,backward,ppmi,r_distance,graph
M1577,no,yes,1,flat,backward,ppmi,r_cos,space
M1578,no,yes,1,flat,backward,ppmi,r_cos,graph
M1579,no,yes,1,flat,backward,ppmi,r_corr,space
M1580,no,yes,1,flat,backward,ppmi,r_corr,graph
M1581,no,yes,1,flat,backward,ppmi,cooc,space
M1582,no,yes,1,flat,backward,ppmi,cooc,graph
M1583,no,yes,1,flat,backward,non,distance,space
M1584,no,yes,1,flat,backward,non,distance,graph
