,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,mean,std_error
1440,M1441,yes,no,7,linear,backward,log,cooc,space,0.723603715150259,0.012080687908432131
1441,M1442,yes,no,7,linear,backward,log,cooc,graph,0.7006599314943334,0.01230210845142317
1442,M1443,yes,no,7,linear,backward,ppmi,distance,space,0.7463653792221465,0.007596153889705975
1443,M1444,yes,no,7,linear,backward,ppmi,distance,graph,0.3768892463768593,0.015492793963849881
1444,M1445,yes,no,7,linear,backward,ppmi,cos,space,0.7350201889808836,0.00833853366621279
1445,M1446,yes,no,7,linear,backward,ppmi,cos,graph,0.6717208361464357,0.012690625694553133
1446,M1447,yes,no,7,linear,backward,ppmi,corr,space,0.12012161306747708,0.043633079506262995
1447,M1448,yes,no,7,linear,backward,ppmi,corr,graph,0.017579994568221718,0.025146952650468634
1448,M1449,yes,no,7,linear,backward,ppmi,r_distance,space,0.7400822091891773,0.01189335786017247
1449,M1450,yes,no,7,linear,backward,ppmi,r_distance,graph,0.4318419263832974,0.03381157807596471
1450,M1451,yes,no,7,linear,backward,ppmi,r_cos,space,0.5629922747920025,0.03512177636229137
1451,M1452,yes,no,7,linear,backward,ppmi,r_cos,graph,0.368327762485967,0.03943514343281776
1452,M1453,yes,no,7,linear,backward,ppmi,r_corr,space,0.6178022342570371,0.10956271610123712
1453,M1454,yes,no,7,linear,backward,ppmi,r_corr,graph,0.4194576634550836,0.0739421730651379
1454,M1455,yes,no,7,linear,backward,ppmi,cooc,space,0.5161361443626162,0.01084072041107421
1455,M1456,yes,no,7,linear,backward,ppmi,cooc,graph,0.7865295421020659,0.020787452414264215
1456,M1457,yes,no,7,linear,backward,non,distance,space,0.7086528156941384,0.010681311534857308
1457,M1458,yes,no,7,linear,backward,non,distance,graph,0.6707558827453146,0.01879963390137254
1458,M1459,yes,no,7,linear,backward,non,cos,space,0.7188553853701971,0.006988515199918917
1459,M1460,yes,no,7,linear,backward,non,cos,graph,0.7601794446513501,0.009455886036004666
1460,M1461,yes,no,7,linear,backward,non,corr,space,0.71956170554268,0.007290528180884461
1461,M1462,yes,no,7,linear,backward,non,corr,graph,0.7583959634462373,0.009990877895481165
1462,M1463,yes,no,7,linear,backward,non,r_distance,space,0.6940375388765462,0.01071226716211307
1463,M1464,yes,no,7,linear,backward,non,r_distance,graph,0.6130098934838518,0.02827557241086105
1464,M1465,yes,no,7,linear,backward,non,r_cos,space,0.7089266490766766,0.02432497726772296
1465,M1466,yes,no,7,linear,backward,non,r_cos,graph,0.634668181146702,0.019178615681647446
1466,M1467,yes,no,7,linear,backward,non,r_corr,space,0.6744691927403358,0.029345257495980222
1467,M1468,yes,no,7,linear,backward,non,r_corr,graph,0.6200662593495606,0.022527914036777973
1468,M1469,yes,no,7,linear,backward,non,cooc,space,0.7670179883416628,0.005688340855461617
1469,M1470,yes,no,7,linear,backward,non,cooc,graph,0.6801573545375377,0.011696062687605173
1470,M1471,yes,no,7,linear,summed,log,distance,space,0.758770724846188,0.0032276614914709184
1471,M1472,yes,no,7,linear,summed,log,distance,graph,0.4363734668020373,0.018248414635262493
1472,M1473,yes,no,7,linear,summed,log,cos,space,0.7577133913873482,0.00471865646936652
1473,M1474,yes,no,7,linear,summed,log,cos,graph,0.44025777192157917,0.021243130683262404
1474,M1475,yes,no,7,linear,summed,log,corr,space,0.74611418928825,0.011676267382404699
1475,M1476,yes,no,7,linear,summed,log,corr,graph,0.4479303899515636,0.02472985222135256
1476,M1477,yes,no,7,linear,summed,log,r_distance,space,0.7424655398403671,0.004666060287761328
1477,M1478,yes,no,7,linear,summed,log,r_distance,graph,0.5930471075763888,0.061545100605091205
1478,M1479,yes,no,7,linear,summed,log,r_cos,space,0.5683101986222596,0.10451136455764648
1479,M1480,yes,no,7,linear,summed,log,r_cos,graph,0.3276431975927322,0.07684811570510722
1480,M1481,yes,no,7,linear,summed,log,r_corr,space,0.41487902192072,0.054892209842786276
1481,M1482,yes,no,7,linear,summed,log,r_corr,graph,0.3977979881604453,0.032328491909326657
1482,M1483,yes,no,7,linear,summed,log,cooc,space,0.7291578632377643,0.011262636463635664
1483,M1484,yes,no,7,linear,summed,log,cooc,graph,0.6893356050466157,0.010930040526716993
1484,M1485,yes,no,7,linear,summed,ppmi,distance,space,0.7421250835736022,0.010846846015627683
1485,M1486,yes,no,7,linear,summed,ppmi,distance,graph,0.3896515689730349,0.020026044492005447
1486,M1487,yes,no,7,linear,summed,ppmi,cos,space,0.7208758555176132,0.010672890546489656
1487,M1488,yes,no,7,linear,summed,ppmi,cos,graph,0.6815187490488512,0.015261713941171571
1488,M1489,yes,no,7,linear,summed,ppmi,corr,space,-0.1871463144487659,0.03883275063901518
1489,M1490,yes,no,7,linear,summed,ppmi,corr,graph,-0.13672330722898654,0.02373764575797605
1490,M1491,yes,no,7,linear,summed,ppmi,r_distance,space,0.7426078137931336,0.0112322675836186
1491,M1492,yes,no,7,linear,summed,ppmi,r_distance,graph,0.451527291993596,0.012602836457031684
1492,M1493,yes,no,7,linear,summed,ppmi,r_cos,space,0.5385185507009924,0.038556192069624386
1493,M1494,yes,no,7,linear,summed,ppmi,r_cos,graph,0.29289353774442706,0.03566924811183479
1494,M1495,yes,no,7,linear,summed,ppmi,r_corr,space,0.56302462342667,0.09135010484610648
1495,M1496,yes,no,7,linear,summed,ppmi,r_corr,graph,0.3345976010680135,0.08978224846525235
1496,M1497,yes,no,7,linear,summed,ppmi,cooc,space,0.7339584402354153,0.020997915916888835
1497,M1498,yes,no,7,linear,summed,ppmi,cooc,graph,0.6629829925133055,0.015174202448486591
1498,M1499,yes,no,7,linear,summed,non,distance,space,0.7296148944383722,0.009462950514016494
1499,M1500,yes,no,7,linear,summed,non,distance,graph,0.6591833568045807,0.025917923639152338
1500,M1501,yes,no,7,linear,summed,non,cos,space,0.7335874911207212,0.006003110484100858
1501,M1502,yes,no,7,linear,summed,non,cos,graph,0.7692792018289323,0.010445625198604522
1502,M1503,yes,no,7,linear,summed,non,corr,space,0.734637253285949,0.00592235867032027
1503,M1504,yes,no,7,linear,summed,non,corr,graph,0.7681736958086224,0.011095295185815986
1504,M1505,yes,no,7,linear,summed,non,r_distance,space,0.6959561794993182,0.009502683851265552
1505,M1506,yes,no,7,linear,summed,non,r_distance,graph,0.6238783939603267,0.030045576626556186
1506,M1507,yes,no,7,linear,summed,non,r_cos,space,0.6065655726627472,0.009536167537908076
1507,M1508,yes,no,7,linear,summed,non,r_cos,graph,0.5943696911565178,0.020317819321898724
1508,M1509,yes,no,7,linear,summed,non,r_corr,space,0.6310264409364345,0.19513434350530745
1509,M1510,yes,no,7,linear,summed,non,r_corr,graph,0.6385408255262343,0.06920771536445425
1510,M1511,yes,no,7,linear,summed,non,cooc,space,0.7798099726234436,0.005534736896477443
1511,M1512,yes,no,7,linear,summed,non,cooc,graph,0.692751499550078,0.012037336100344683
1512,M1513,no,yes,1,flat,forward,log,distance,space,0.7209717121612135,0.010653986586897512
1513,M1514,no,yes,1,flat,forward,log,distance,graph,0.4176038278479563,0.015843715519252052
1514,M1515,no,yes,1,flat,forward,log,cos,space,0.7191489389895761,0.012280469730179114
1515,M1516,no,yes,1,flat,forward,log,cos,graph,0.3964801177054672,0.014983862704520024
1516,M1517,no,yes,1,flat,forward,log,corr,space,-0.6843879260744757,0.018799185729679233
1517,M1518,no,yes,1,flat,forward,log,corr,graph,-0.2052788596393222,0.13623027396592963
1518,M1519,no,yes,1,flat,forward,log,r_distance,space,0.7314459642861239,0.011437949685606488
1519,M1520,no,yes,1,flat,forward,log,r_distance,graph,0.4721423211886616,0.022024886019511886
1520,M1521,no,yes,1,flat,forward,log,r_cos,space,0.49055253644461755,0.10290941876159199
1521,M1522,no,yes,1,flat,forward,log,r_cos,graph,0.08468543787702942,0.2201141471469884
1522,M1523,no,yes,1,flat,forward,log,r_corr,space,0.5938979470209231,0.1252334856242618
1523,M1524,no,yes,1,flat,forward,log,r_corr,graph,0.36543119730201684,0.18370454217140356
1524,M1525,no,yes,1,flat,forward,log,cooc,space,0.7315532498024051,0.010030421815799086
1525,M1526,no,yes,1,flat,forward,log,cooc,graph,0.7264576986566516,0.016732036353876514
1526,M1527,no,yes,1,flat,forward,ppmi,distance,space,0.706633561776264,0.007475649918217337
1527,M1528,no,yes,1,flat,forward,ppmi,distance,graph,0.45314876512578744,0.05074492717652866
1528,M1529,no,yes,1,flat,forward,ppmi,cos,space,0.7369242076033234,0.008310050407670067
1529,M1530,no,yes,1,flat,forward,ppmi,cos,graph,0.4034053622936275,0.023261914068220996
1530,M1531,no,yes,1,flat,forward,ppmi,corr,space,-0.71418469665812,0.01369506172248286
1531,M1532,no,yes,1,flat,forward,ppmi,corr,graph,-0.09622529281365882,0.08309092431876972
1532,M1533,no,yes,1,flat,forward,ppmi,r_distance,space,0.7425023164497733,0.007050844113787733
1533,M1534,no,yes,1,flat,forward,ppmi,r_distance,graph,0.42545257606792736,0.028528328152481318
1534,M1535,no,yes,1,flat,forward,ppmi,r_cos,space,-0.22468764996274873,0.09605290527523315
1535,M1536,no,yes,1,flat,forward,ppmi,r_cos,graph,0.019187776423861852,0.10516106609661005
1536,M1537,no,yes,1,flat,forward,ppmi,r_corr,space,-0.2591989443846746,0.06837865290553577
1537,M1538,no,yes,1,flat,forward,ppmi,r_corr,graph,0.27963609559513464,0.1888678492585518
1538,M1539,no,yes,1,flat,forward,ppmi,cooc,space,0.6777655025695518,0.017331546372775942
1539,M1540,no,yes,1,flat,forward,ppmi,cooc,graph,0.6980443267839477,0.01752187975920148
1540,M1541,no,yes,1,flat,forward,non,distance,space,0.6848800784261182,0.008963798463108463
1541,M1542,no,yes,1,flat,forward,non,distance,graph,0.3764372930506236,0.013041376414327687
1542,M1543,no,yes,1,flat,forward,non,cos,space,0.7170969649724601,0.012172564534280717
1543,M1544,no,yes,1,flat,forward,non,cos,graph,0.4140468413287195,0.019562302393927804
1544,M1545,no,yes,1,flat,forward,non,corr,space,-0.6099795632723446,0.03987338881045084
1545,M1546,no,yes,1,flat,forward,non,corr,graph,-0.1389363714632617,0.08944327530435962
1546,M1547,no,yes,1,flat,forward,non,r_distance,space,0.6913835234364395,0.010253177918479748
1547,M1548,no,yes,1,flat,forward,non,r_distance,graph,0.46721634512293714,0.052200187448513985
1548,M1549,no,yes,1,flat,forward,non,r_cos,space,0.5788861602013475,0.027574592818988004
1549,M1550,no,yes,1,flat,forward,non,r_cos,graph,0.41714257952848854,0.032786302236550956
1550,M1551,no,yes,1,flat,forward,non,r_corr,space,0.7375118894171753,0.010655963608946538
1551,M1552,no,yes,1,flat,forward,non,r_corr,graph,0.4111302254703343,0.020918070304968357
1552,M1553,no,yes,1,flat,forward,non,cooc,space,0.7616387840021697,0.006417674738376213
1553,M1554,no,yes,1,flat,forward,non,cooc,graph,0.7574331369472469,0.009656939051138624
1554,M1555,no,yes,1,flat,backward,log,distance,space,0.7057958016441117,0.011276553483645833
1555,M1556,no,yes,1,flat,backward,log,distance,graph,0.723200332909294,0.019787378998444145
1556,M1557,no,yes,1,flat,backward,log,cos,space,0.7128657984586712,0.006659173882201696
1557,M1558,no,yes,1,flat,backward,log,cos,graph,0.4955800113802556,0.024860489763843932
1558,M1559,no,yes,1,flat,backward,log,corr,space,-0.7096760651023637,0.009036733940240686
1559,M1560,no,yes,1,flat,backward,log,corr,graph,-0.7166028381032159,0.016680427973445038
1560,M1561,no,yes,1,flat,backward,log,r_distance,space,0.7159447375700128,0.011081937716703653
1561,M1562,no,yes,1,flat,backward,log,r_distance,graph,0.7175872631021044,0.011789372101758417
1562,M1563,no,yes,1,flat,backward,log,r_cos,space,0.6066216904556685,0.020343423314828475
1563,M1564,no,yes,1,flat,backward,log,r_cos,graph,0.6295431468175146,0.015011554716131309
1564,M1565,no,yes,1,flat,backward,log,r_corr,space,0.16574971291946455,0.010037483021199873
1565,M1566,no,yes,1,flat,backward,log,r_corr,graph,0.3442708224358975,0.01706280619138004
1566,M1567,no,yes,1,flat,backward,log,cooc,space,0.6179369362969298,0.010774390927033936
1567,M1568,no,yes,1,flat,backward,log,cooc,graph,0.75283819505773,0.007984132020366862
1568,M1569,no,yes,1,flat,backward,ppmi,distance,space,0.734901147703535,0.011931755213780988
1569,M1570,no,yes,1,flat,backward,ppmi,distance,graph,0.5278305339663285,0.014628287921807122
1570,M1571,no,yes,1,flat,backward,ppmi,cos,space,0.7475222130370085,0.002391008920272906
1571,M1572,no,yes,1,flat,backward,ppmi,cos,graph,0.6731647375366612,0.011824285813777714
1572,M1573,no,yes,1,flat,backward,ppmi,corr,space,-0.09942846393308181,0.07078414446419795
1573,M1574,no,yes,1,flat,backward,ppmi,corr,graph,0.5553750176205464,0.020326694856316656
1574,M1575,no,yes,1,flat,backward,ppmi,r_distance,space,0.7389672369057174,0.012919525643621609
1575,M1576,no,yes,1,flat,backward,ppmi,r_distance,graph,0.3480911488030308,0.015649097773378872
1576,M1577,no,yes,1,flat,backward,ppmi,r_cos,space,0.33873344234566755,0.02834854438055905
1577,M1578,no,yes,1,flat,backward,ppmi,r_cos,graph,0.2475689437702849,0.10586437961364256
1578,M1579,no,yes,1,flat,backward,ppmi,r_corr,space,-0.08671807446279403,0.09859576166708604
1579,M1580,no,yes,1,flat,backward,ppmi,r_corr,graph,0.4536664978623536,0.07223125098807068
1580,M1581,no,yes,1,flat,backward,ppmi,cooc,space,0.6129071641063337,0.007020519201689012
1581,M1582,no,yes,1,flat,backward,ppmi,cooc,graph,0.6949003761046827,0.017810496448142935
1582,M1583,no,yes,1,flat,backward,non,distance,space,0.7086651888236204,0.004486080524271685
1583,M1584,no,yes,1,flat,backward,non,distance,graph,0.6815621554719403,0.018322623971920173
1584,M1585,no,yes,1,flat,backward,non,cos,space,0.7059118987473461,0.0053418410572606025
1585,M1586,no,yes,1,flat,backward,non,cos,graph,0.6785445806020757,0.011362537819058525
1586,M1587,no,yes,1,flat,backward,non,corr,space,-0.7094873803530967,0.006949516743837171
1587,M1588,no,yes,1,flat,backward,non,corr,graph,-0.7212048548752115,0.011402256938910978
1588,M1589,no,yes,1,flat,backward,non,r_distance,space,0.7071265820455138,0.007353028595428039
1589,M1590,no,yes,1,flat,backward,non,r_distance,graph,0.71273659537084,0.015771882396962575
1590,M1591,no,yes,1,flat,backward,non,r_cos,space,0.7023421140147079,0.009615540472591484
1591,M1592,no,yes,1,flat,backward,non,r_cos,graph,0.6322276925768396,0.023675610819268077
1592,M1593,no,yes,1,flat,backward,non,r_corr,space,-0.5346560835664084,0.3424688790093091
1593,M1594,no,yes,1,flat,backward,non,r_corr,graph,-0.4978216906902362,0.4227890965228602
1594,M1595,no,yes,1,flat,backward,non,cooc,space,0.6243898777020325,0.01038885658371467
1595,M1596,no,yes,1,flat,backward,non,cooc,graph,0.7667906676542293,0.011939420430241812
1596,M1597,no,yes,1,flat,summed,log,distance,space,0.717374384341937,0.010666080457179181
1597,M1598,no,yes,1,flat,summed,log,distance,graph,0.7604480848651043,0.007155303255614307
1598,M1599,no,yes,1,flat,summed,log,cos,space,0.7558827071067171,0.002511757103677287
1599,M1600,no,yes,1,flat,summed,log,cos,graph,0.7182399219336875,0.004460422203087897
1600,M1601,no,yes,1,flat,summed,log,corr,space,-0.7173090798662144,0.010678019053735235
1601,M1602,no,yes,1,flat,summed,log,corr,graph,-0.5592249649156952,0.047831817237248185
1602,M1603,no,yes,1,flat,summed,log,r_distance,space,0.725196416764885,0.010835587717618018
1603,M1604,no,yes,1,flat,summed,log,r_distance,graph,0.7455216197048862,0.01496200419875167
1604,M1605,no,yes,1,flat,summed,log,r_cos,space,-0.06592414231314354,0.19206496244600396
1605,M1606,no,yes,1,flat,summed,log,r_cos,graph,0.303272105943105,0.29148191938707213
1606,M1607,no,yes,1,flat,summed,log,r_corr,space,0.24087499821779584,0.39551350897832444
1607,M1608,no,yes,1,flat,summed,log,r_corr,graph,0.45859258058909563,0.07493562144462093
1608,M1609,no,yes,1,flat,summed,log,cooc,space,0.7519479168641348,0.013954908952418939
1609,M1610,no,yes,1,flat,summed,log,cooc,graph,0.8682837820901227,0.005448421715924784
1610,M1611,no,yes,1,flat,summed,ppmi,distance,space,0.7288292330190027,0.011667158416572723
1611,M1612,no,yes,1,flat,summed,ppmi,distance,graph,0.33296815645826294,0.00875251636247892
1612,M1613,no,yes,1,flat,summed,ppmi,cos,space,0.7558827071067171,0.002511757103677287
1613,M1614,no,yes,1,flat,summed,ppmi,cos,graph,0.7182399219336875,0.004460422203087897
1614,M1615,no,yes,1,flat,summed,ppmi,corr,space,-0.69177445452706,0.010796039007934048
1615,M1616,no,yes,1,flat,summed,ppmi,corr,graph,-0.20334054057943254,0.12276390677657692
1616,M1617,no,yes,1,flat,summed,ppmi,r_distance,space,0.7298190411488041,0.01206181843577583
1617,M1618,no,yes,1,flat,summed,ppmi,r_distance,graph,0.3026938824863885,0.010781085557777046
1618,M1619,no,yes,1,flat,summed,ppmi,r_cos,space,0.06825827415553246,0.20349595324555542
1619,M1620,no,yes,1,flat,summed,ppmi,r_cos,graph,0.02821055118035822,0.11148173832305484
1620,M1621,no,yes,1,flat,summed,ppmi,r_corr,space,-0.10855430186909476,0.4908047323151351
1621,M1622,no,yes,1,flat,summed,ppmi,r_corr,graph,-0.05878638359030077,0.42430218853727
1622,M1623,no,yes,1,flat,summed,ppmi,cooc,space,0.749599756439119,0.014990851913361167
1623,M1624,no,yes,1,flat,summed,ppmi,cooc,graph,0.40118669453428346,0.005550493138365601
1624,M1625,no,yes,1,flat,summed,non,distance,space,0.6792785745847361,0.008125126802190168
1625,M1626,no,yes,1,flat,summed,non,distance,graph,0.6462075933769007,0.020896643507000948
1626,M1627,no,yes,1,flat,summed,non,cos,space,0.7558827071067171,0.002511757103677287
1627,M1628,no,yes,1,flat,summed,non,cos,graph,0.7182399219336875,0.004460422203087897
1628,M1629,no,yes,1,flat,summed,non,corr,space,-0.7204088795256645,0.01062423417426528
1629,M1630,no,yes,1,flat,summed,non,corr,graph,-0.5919954620332945,0.07752658493581502
1630,M1631,no,yes,1,flat,summed,non,r_distance,space,0.680993138603027,0.007286954437734874
1631,M1632,no,yes,1,flat,summed,non,r_distance,graph,0.6474057660869716,0.04060008497342033
1632,M1633,no,yes,1,flat,summed,non,r_cos,space,-0.16561335930553506,0.31503030583913266
1633,M1634,no,yes,1,flat,summed,non,r_cos,graph,-0.1235852866387371,0.24850343106410588
1634,M1635,no,yes,1,flat,summed,non,r_corr,space,-0.37328007027554355,0.5720820164585099
1635,M1636,no,yes,1,flat,summed,non,r_corr,graph,0.5027529765808577,0.21995645960157886
1636,M1637,no,yes,1,flat,summed,non,cooc,space,0.7839621961624959,0.005919497420222888
1637,M1638,no,yes,1,flat,summed,non,cooc,graph,0.3443066212218847,0.012595803135948967
1638,M1639,no,yes,1,linear,forward,log,distance,space,0.7215813107645574,0.011427618716464284
1639,M1640,no,yes,1,linear,forward,log,distance,graph,0.42178184390700657,0.01914502952938587
1640,M1641,no,yes,1,linear,forward,log,cos,space,0.7218856815879653,0.010013062020517204
1641,M1642,no,yes,1,linear,forward,log,cos,graph,0.3826511839800964,0.022010686868274176
1642,M1643,no,yes,1,linear,forward,log,corr,space,-0.68710092622261,0.032285221529294014
1643,M1644,no,yes,1,linear,forward,log,corr,graph,-0.218046287220947,0.0986280221689783
1644,M1645,no,yes,1,linear,forward,log,r_distance,space,0.7331739024018276,0.011649560151896523
1645,M1646,no,yes,1,linear,forward,log,r_distance,graph,0.4758072282305018,0.040221476201716545
1646,M1647,no,yes,1,linear,forward,log,r_cos,space,0.5146481038518937,0.09789713863530075
1647,M1648,no,yes,1,linear,forward,log,r_cos,graph,0.11969832678530376,0.19450611601297108
1648,M1649,no,yes,1,linear,forward,log,r_corr,space,0.5764231407627936,0.1024029881716736
1649,M1650,no,yes,1,linear,forward,log,r_corr,graph,0.349379758428786,0.19670187952501086
1650,M1651,no,yes,1,linear,forward,log,cooc,space,0.7324535218513442,0.011447434954713318
1651,M1652,no,yes,1,linear,forward,log,cooc,graph,0.7322004690964287,0.018528404048142044
1652,M1653,no,yes,1,linear,forward,ppmi,distance,space,0.7076370533959218,0.009390069772650791
1653,M1654,no,yes,1,linear,forward,ppmi,distance,graph,0.4612734697850085,0.04204560464786755
1654,M1655,no,yes,1,linear,forward,ppmi,cos,space,0.7360251016003015,0.010501207916141415
1655,M1656,no,yes,1,linear,forward,ppmi,cos,graph,0.42045052829791435,0.029389826621606427
1656,M1657,no,yes,1,linear,forward,ppmi,corr,space,-0.713416378702831,0.013492190605766544
1657,M1658,no,yes,1,linear,forward,ppmi,corr,graph,-0.08243379621462309,0.09970312256692922
1658,M1659,no,yes,1,linear,forward,ppmi,r_distance,space,0.7403208262008169,0.007777355122164466
1659,M1660,no,yes,1,linear,forward,ppmi,r_distance,graph,0.4258252095492159,0.02260524991607522
1660,M1661,no,yes,1,linear,forward,ppmi,r_cos,space,-0.23349658832374848,0.06982723910452067
1661,M1662,no,yes,1,linear,forward,ppmi,r_cos,graph,0.02034149402370854,0.12589442900863235
1662,M1663,no,yes,1,linear,forward,ppmi,r_corr,space,-0.21662161391966572,0.1465714921875342
1663,M1664,no,yes,1,linear,forward,ppmi,r_corr,graph,0.28895761996722985,0.16155640321748724
1664,M1665,no,yes,1,linear,forward,ppmi,cooc,space,0.6770423160936522,0.01794696130074484
1665,M1666,no,yes,1,linear,forward,ppmi,cooc,graph,0.6949467998190542,0.015737576015750397
1666,M1667,no,yes,1,linear,forward,non,distance,space,0.6841518598735264,0.010065763473719479
1667,M1668,no,yes,1,linear,forward,non,distance,graph,0.36924683393044855,0.02361331228435757
1668,M1669,no,yes,1,linear,forward,non,cos,space,0.7160552323061438,0.00948564442331698
1669,M1670,no,yes,1,linear,forward,non,cos,graph,0.4049805861031593,0.018060477122810517
1670,M1671,no,yes,1,linear,forward,non,corr,space,-0.6064253418990758,0.05295262252645282
1671,M1672,no,yes,1,linear,forward,non,corr,graph,0.014996241387191767,0.17395268153947643
1672,M1673,no,yes,1,linear,forward,non,r_distance,space,0.688547379323664,0.01071492564239083
1673,M1674,no,yes,1,linear,forward,non,r_distance,graph,0.47631063961255277,0.05417312306765136
1674,M1675,no,yes,1,linear,forward,non,r_cos,space,0.5801992559178804,0.02976975819294164
1675,M1676,no,yes,1,linear,forward,non,r_cos,graph,0.39962114843841906,0.030181934648172565
1676,M1677,no,yes,1,linear,forward,non,r_corr,space,0.7331319983545377,0.01618918430377568
1677,M1678,no,yes,1,linear,forward,non,r_corr,graph,0.4219603230258923,0.024123024699604714
1678,M1679,no,yes,1,linear,forward,non,cooc,space,0.7621161350124945,0.0038754441272485915
1679,M1680,no,yes,1,linear,forward,non,cooc,graph,0.7652172953718455,0.017311835052231404
1680,M1681,no,yes,1,linear,backward,log,distance,space,0.7064251580306806,0.011308420055309456
1681,M1682,no,yes,1,linear,backward,log,distance,graph,0.7230576756918379,0.013501035406113268
1682,M1683,no,yes,1,linear,backward,log,cos,space,0.7103319634063803,0.005563245357055204
1683,M1684,no,yes,1,linear,backward,log,cos,graph,0.5029086768382618,0.022442055682290737
1684,M1685,no,yes,1,linear,backward,log,corr,space,-0.7044573066951002,0.010532336651915148
1685,M1686,no,yes,1,linear,backward,log,corr,graph,-0.7177386066395686,0.017646456328464677
1686,M1687,no,yes,1,linear,backward,log,r_distance,space,0.7133019716338267,0.008019967978959455
1687,M1688,no,yes,1,linear,backward,log,r_distance,graph,0.7169386227883063,0.007352669908815456
1688,M1689,no,yes,1,linear,backward,log,r_cos,space,0.5940715574872255,0.015964934200444893
1689,M1690,no,yes,1,linear,backward,log,r_cos,graph,0.6242082538114456,0.018365257672766006
1690,M1691,no,yes,1,linear,backward,log,r_corr,space,0.15930509065146276,0.012687679585019934
1691,M1692,no,yes,1,linear,backward,log,r_corr,graph,0.33624123418565344,0.016580844075042386
1692,M1693,no,yes,1,linear,backward,log,cooc,space,0.6185790921927825,0.009419046026791323
1693,M1694,no,yes,1,linear,backward,log,cooc,graph,0.7534521673317295,0.01026898544818586
1694,M1695,no,yes,1,linear,backward,ppmi,distance,space,0.7407642127689259,0.010479766612504526
1695,M1696,no,yes,1,linear,backward,ppmi,distance,graph,0.5273094791756332,0.01907441662178627
1696,M1697,no,yes,1,linear,backward,ppmi,cos,space,0.7477524418708128,0.0025550067487604983
1697,M1698,no,yes,1,linear,backward,ppmi,cos,graph,0.6752905692684653,0.010080777589856397
1698,M1699,no,yes,1,linear,backward,ppmi,corr,space,-0.09401836086740714,0.07503358738474543
1699,M1700,no,yes,1,linear,backward,ppmi,corr,graph,0.5545740385561329,0.020442341029539603
1700,M1701,no,yes,1,linear,backward,ppmi,r_distance,space,0.7359873504127433,0.009712489864538612
1701,M1702,no,yes,1,linear,backward,ppmi,r_distance,graph,0.3399522348296272,0.01176359430929121
1702,M1703,no,yes,1,linear,backward,ppmi,r_cos,space,0.3442914974517795,0.06642943761644655
1703,M1704,no,yes,1,linear,backward,ppmi,r_cos,graph,0.29594738397270326,0.02841641615611229
1704,M1705,no,yes,1,linear,backward,ppmi,r_corr,space,-0.06096249463626657,0.14885286442034365
1705,M1706,no,yes,1,linear,backward,ppmi,r_corr,graph,0.4525860552650881,0.0954086717539744
1706,M1707,no,yes,1,linear,backward,ppmi,cooc,space,0.6095072686276287,0.008524487274880593
1707,M1708,no,yes,1,linear,backward,ppmi,cooc,graph,0.6963890894660263,0.01908708388445167
1708,M1709,no,yes,1,linear,backward,non,distance,space,0.7046464067593339,0.003541288115459239
1709,M1710,no,yes,1,linear,backward,non,distance,graph,0.6770426573539606,0.01637045310335097
1710,M1711,no,yes,1,linear,backward,non,cos,space,0.7087690850500266,0.006140271109767836
1711,M1712,no,yes,1,linear,backward,non,cos,graph,0.6793915089574699,0.014532752579141111
1712,M1713,no,yes,1,linear,backward,non,corr,space,-0.7095812572090836,0.01262183702293012
1713,M1714,no,yes,1,linear,backward,non,corr,graph,-0.7146310984619879,0.014000824431379205
1714,M1715,no,yes,1,linear,backward,non,r_distance,space,0.7001907210162761,0.009107743004835848
1715,M1716,no,yes,1,linear,backward,non,r_distance,graph,0.701571830353658,0.019640963203508714
1716,M1717,no,yes,1,linear,backward,non,r_cos,space,0.7001039184018533,0.009238977990777067
1717,M1718,no,yes,1,linear,backward,non,r_cos,graph,0.6379240616876698,0.026000836581692464
1718,M1719,no,yes,1,linear,backward,non,r_corr,space,-0.539720041647847,0.34101502840991416
1719,M1720,no,yes,1,linear,backward,non,r_corr,graph,-0.49315480688862356,0.42669316664668205
1720,M1721,no,yes,1,linear,backward,non,cooc,space,0.6214675735785808,0.008607046541295195
1721,M1722,no,yes,1,linear,backward,non,cooc,graph,0.7638260682934912,0.007475639390463968
1722,M1723,no,yes,1,linear,summed,log,distance,space,0.717374384341937,0.010666080457179181
1723,M1724,no,yes,1,linear,summed,log,distance,graph,0.7604480848651043,0.007155303255614307
1724,M1725,no,yes,1,linear,summed,log,cos,space,0.7558827071067171,0.002511757103677287
1725,M1726,no,yes,1,linear,summed,log,cos,graph,0.7182399219336875,0.004460422203087897
1726,M1727,no,yes,1,linear,summed,log,corr,space,-0.7173090798662144,0.010678019053735235
1727,M1728,no,yes,1,linear,summed,log,corr,graph,-0.5592249649156952,0.047831817237248185
1728,M1729,no,yes,1,linear,summed,log,r_distance,space,0.725196416764885,0.010835587717618018
1729,M1730,no,yes,1,linear,summed,log,r_distance,graph,0.7455216197048862,0.01496200419875167
1730,M1731,no,yes,1,linear,summed,log,r_cos,space,-0.06592414231314354,0.19206496244600396
1731,M1732,no,yes,1,linear,summed,log,r_cos,graph,0.303272105943105,0.29148191938707213
1732,M1733,no,yes,1,linear,summed,log,r_corr,space,0.24087499821779584,0.39551350897832444
