,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,run,performance
24754,M563,yes,yes,7,flat,backward,ppmi,cos,space,R9,0.7527446652698089
24755,M564,yes,yes,7,flat,backward,ppmi,cos,graph,R9,0.6596256691984077
24756,M565,yes,yes,7,flat,backward,ppmi,corr,space,R9,0.22512541702930164
24757,M566,yes,yes,7,flat,backward,ppmi,corr,graph,R9,0.2916293988168481
24758,M567,yes,yes,7,flat,backward,ppmi,r_distance,space,R9,0.7462595260266717
24759,M568,yes,yes,7,flat,backward,ppmi,r_distance,graph,R9,0.4216332627918083
24760,M569,yes,yes,7,flat,backward,ppmi,r_cos,space,R9,0.2519522470140052
24761,M570,yes,yes,7,flat,backward,ppmi,r_cos,graph,R9,0.11721114272227562
24762,M571,yes,yes,7,flat,backward,ppmi,r_corr,space,R9,0.4226150408974514
24763,M572,yes,yes,7,flat,backward,ppmi,r_corr,graph,R9,0.2697607662628008
24764,M573,yes,yes,7,flat,backward,ppmi,cooc,space,R9,0.4815680507815269
24765,M574,yes,yes,7,flat,backward,ppmi,cooc,graph,R9,0.7892572509966412
24766,M575,yes,yes,7,flat,backward,non,distance,space,R9,0.711694371982099
24767,M576,yes,yes,7,flat,backward,non,distance,graph,R9,0.6785826203785637
24768,M577,yes,yes,7,flat,backward,non,cos,space,R9,0.7260636188642297
24769,M578,yes,yes,7,flat,backward,non,cos,graph,R9,0.6879291462067179
24770,M579,yes,yes,7,flat,backward,non,corr,space,R9,-0.16645862564947286
24771,M580,yes,yes,7,flat,backward,non,corr,graph,R9,-0.2627620902897948
24772,M581,yes,yes,7,flat,backward,non,r_distance,space,R9,0.717155225146315
24773,M582,yes,yes,7,flat,backward,non,r_distance,graph,R9,0.6344675822629257
24774,M583,yes,yes,7,flat,backward,non,r_cos,space,R9,0.6793942998142095
24775,M584,yes,yes,7,flat,backward,non,r_cos,graph,R9,0.694492136770821
24776,M585,yes,yes,7,flat,backward,non,r_corr,space,R9,0.6814771978307491
24777,M586,yes,yes,7,flat,backward,non,r_corr,graph,R9,0.7099121562897917
24778,M587,yes,yes,7,flat,backward,non,cooc,space,R9,0.49084491294525445
24779,M588,yes,yes,7,flat,backward,non,cooc,graph,R9,0.697872157140179
24780,M589,yes,yes,7,flat,summed,log,distance,space,R9,0.705632095796749
24781,M590,yes,yes,7,flat,summed,log,distance,graph,R9,0.6417045852887002
24782,M591,yes,yes,7,flat,summed,log,cos,space,R9,0.7332472920805486
24783,M592,yes,yes,7,flat,summed,log,cos,graph,R9,0.6032727881747011
24784,M593,yes,yes,7,flat,summed,log,corr,space,R9,0.14815452020870612
24785,M594,yes,yes,7,flat,summed,log,corr,graph,R9,-0.06366670635746807
24786,M595,yes,yes,7,flat,summed,log,r_distance,space,R9,0.7095963210540341
24787,M596,yes,yes,7,flat,summed,log,r_distance,graph,R9,0.6667739421753703
24788,M597,yes,yes,7,flat,summed,log,r_cos,space,R9,0.11731419151219993
24789,M598,yes,yes,7,flat,summed,log,r_cos,graph,R9,-0.09022603445532715
24790,M599,yes,yes,7,flat,summed,log,r_corr,space,R9,0.7533371794013665
24791,M600,yes,yes,7,flat,summed,log,r_corr,graph,R9,0.42620271741007876
24792,M601,yes,yes,7,flat,summed,log,cooc,space,R9,0.745139967852404
24793,M602,yes,yes,7,flat,summed,log,cooc,graph,R9,0.7144855650485152
24794,M603,yes,yes,7,flat,summed,ppmi,distance,space,R9,0.7417132646639033
24795,M604,yes,yes,7,flat,summed,ppmi,distance,graph,R9,0.35875195718292463
24796,M605,yes,yes,7,flat,summed,ppmi,cos,space,R9,0.7418476451810994
24797,M606,yes,yes,7,flat,summed,ppmi,cos,graph,R9,0.6005529994558643
24798,M607,yes,yes,7,flat,summed,ppmi,corr,space,R9,-0.2134634515660133
24799,M608,yes,yes,7,flat,summed,ppmi,corr,graph,R9,-0.21597487461233225
24800,M609,yes,yes,7,flat,summed,ppmi,r_distance,space,R9,0.7468869145759534
24801,M610,yes,yes,7,flat,summed,ppmi,r_distance,graph,R9,0.4529748985381077
24802,M611,yes,yes,7,flat,summed,ppmi,r_cos,space,R9,0.5658091676542014
24803,M612,yes,yes,7,flat,summed,ppmi,r_cos,graph,R9,0.37289485852087634
24804,M613,yes,yes,7,flat,summed,ppmi,r_corr,space,R9,0.5351032194748914
24805,M614,yes,yes,7,flat,summed,ppmi,r_corr,graph,R9,0.3823076925217205
24806,M615,yes,yes,7,flat,summed,ppmi,cooc,space,R9,0.7470265001825083
24807,M616,yes,yes,7,flat,summed,ppmi,cooc,graph,R9,0.6817100386974192
24808,M617,yes,yes,7,flat,summed,non,distance,space,R9,0.7176927472150995
24809,M618,yes,yes,7,flat,summed,non,distance,graph,R9,0.6781497541211143
24810,M619,yes,yes,7,flat,summed,non,cos,space,R9,0.7512206862555277
24811,M620,yes,yes,7,flat,summed,non,cos,graph,R9,0.7668858173652525
24812,M621,yes,yes,7,flat,summed,non,corr,space,R9,0.7503808080230521
24813,M622,yes,yes,7,flat,summed,non,corr,graph,R9,0.7589629545755973
24814,M623,yes,yes,7,flat,summed,non,r_distance,space,R9,0.6905478827414863
24815,M624,yes,yes,7,flat,summed,non,r_distance,graph,R9,0.6310619337802083
24816,M625,yes,yes,7,flat,summed,non,r_cos,space,R9,0.6857773743810245
24817,M626,yes,yes,7,flat,summed,non,r_cos,graph,R9,0.6461508485855814
24818,M627,yes,yes,7,flat,summed,non,r_corr,space,R9,0.6965278157567129
24819,M628,yes,yes,7,flat,summed,non,r_corr,graph,R9,0.6537189563249535
24820,M629,yes,yes,7,flat,summed,non,cooc,space,R9,0.7821087049542472
24821,M630,yes,yes,7,flat,summed,non,cooc,graph,R9,0.3431915169422547
24822,M631,yes,yes,7,linear,forward,log,distance,space,R9,0.7313234605603982
24823,M632,yes,yes,7,linear,forward,log,distance,graph,R9,0.7125068564237639
24824,M633,yes,yes,7,linear,forward,log,cos,space,R9,0.7309156025166782
24825,M634,yes,yes,7,linear,forward,log,cos,graph,R9,0.7011348138897909
24826,M635,yes,yes,7,linear,forward,log,corr,space,R9,0.7130378249336151
24827,M636,yes,yes,7,linear,forward,log,corr,graph,R9,0.5092618409229703
24828,M637,yes,yes,7,linear,forward,log,r_distance,space,R9,0.7064242810173619
24829,M638,yes,yes,7,linear,forward,log,r_distance,graph,R9,0.6387864092959441
24830,M639,yes,yes,7,linear,forward,log,r_cos,space,R9,0.0025618075448446366
24831,M640,yes,yes,7,linear,forward,log,r_cos,graph,R9,0.1495028885915546
24832,M641,yes,yes,7,linear,forward,log,r_corr,space,R9,0.1940581081699631
24833,M642,yes,yes,7,linear,forward,log,r_corr,graph,R9,0.3170934897433921
24834,M643,yes,yes,7,linear,forward,log,cooc,space,R9,0.5519022434867469
24835,M644,yes,yes,7,linear,forward,log,cooc,graph,R9,0.684512974833428
24836,M645,yes,yes,7,linear,forward,ppmi,distance,space,R9,0.7259533296514173
24837,M646,yes,yes,7,linear,forward,ppmi,distance,graph,R9,0.6324687191837175
24838,M647,yes,yes,7,linear,forward,ppmi,cos,space,R9,0.7460091426161749
24839,M648,yes,yes,7,linear,forward,ppmi,cos,graph,R9,0.7226014873652422
24840,M649,yes,yes,7,linear,forward,ppmi,corr,space,R9,-0.4425578329857542
24841,M650,yes,yes,7,linear,forward,ppmi,corr,graph,R9,-0.27888184128142335
24842,M651,yes,yes,7,linear,forward,ppmi,r_distance,space,R9,0.718611884864456
24843,M652,yes,yes,7,linear,forward,ppmi,r_distance,graph,R9,0.6646138101094021
24844,M653,yes,yes,7,linear,forward,ppmi,r_cos,space,R9,0.06338741135113901
24845,M654,yes,yes,7,linear,forward,ppmi,r_cos,graph,R9,0.44261172917418184
24846,M655,yes,yes,7,linear,forward,ppmi,r_corr,space,R9,0.030746745101545084
24847,M656,yes,yes,7,linear,forward,ppmi,r_corr,graph,R9,0.15038634458300026
24848,M657,yes,yes,7,linear,forward,ppmi,cooc,space,R9,0.590405859492959
24849,M658,yes,yes,7,linear,forward,ppmi,cooc,graph,R9,0.7766401418584216
24850,M659,yes,yes,7,linear,forward,non,distance,space,R9,0.7445967861433023
24851,M660,yes,yes,7,linear,forward,non,distance,graph,R9,0.6774105133219209
24852,M661,yes,yes,7,linear,forward,non,cos,space,R9,0.7629223939451446
24853,M662,yes,yes,7,linear,forward,non,cos,graph,R9,0.689198419909826
24854,M663,yes,yes,7,linear,forward,non,corr,space,R9,0.7624863184882901
24855,M664,yes,yes,7,linear,forward,non,corr,graph,R9,0.6168800925116377
24856,M665,yes,yes,7,linear,forward,non,r_distance,space,R9,0.6788091182912837
24857,M666,yes,yes,7,linear,forward,non,r_distance,graph,R9,0.6360141240942307
24858,M667,yes,yes,7,linear,forward,non,r_cos,space,R9,0.35282104025841265
24859,M668,yes,yes,7,linear,forward,non,r_cos,graph,R9,0.2698990505546757
24860,M669,yes,yes,7,linear,forward,non,r_corr,space,R9,-0.0031167871621841548
24861,M670,yes,yes,7,linear,forward,non,r_corr,graph,R9,-0.3082246893258058
24862,M671,yes,yes,7,linear,forward,non,cooc,space,R9,0.6089270727504921
24863,M672,yes,yes,7,linear,forward,non,cooc,graph,R9,0.7045901997348442
24864,M673,yes,yes,7,linear,backward,log,distance,space,R9,0.7519807042680127
24865,M674,yes,yes,7,linear,backward,log,distance,graph,R9,0.6089073046796895
24866,M675,yes,yes,7,linear,backward,log,cos,space,R9,0.7575715097811575
24867,M676,yes,yes,7,linear,backward,log,cos,graph,R9,0.6011001732410712
24868,M677,yes,yes,7,linear,backward,log,corr,space,R9,-0.1373393528229042
24869,M678,yes,yes,7,linear,backward,log,corr,graph,R9,-0.36426753709214216
24870,M679,yes,yes,7,linear,backward,log,r_distance,space,R9,0.750371618559302
24871,M680,yes,yes,7,linear,backward,log,r_distance,graph,R9,0.6145739552893613
24872,M681,yes,yes,7,linear,backward,log,r_cos,space,R9,0.009481298492884375
24873,M682,yes,yes,7,linear,backward,log,r_cos,graph,R9,-0.017776039052386235
24874,M683,yes,yes,7,linear,backward,log,r_corr,space,R9,0.6826430808891805
24875,M684,yes,yes,7,linear,backward,log,r_corr,graph,R9,0.598504300209547
24876,M685,yes,yes,7,linear,backward,log,cooc,space,R9,0.47702900947146926
24877,M686,yes,yes,7,linear,backward,log,cooc,graph,R9,0.7511587294533283
24878,M687,yes,yes,7,linear,backward,ppmi,distance,space,R9,0.739425765835598
24879,M688,yes,yes,7,linear,backward,ppmi,distance,graph,R9,0.3805153158830201
24880,M689,yes,yes,7,linear,backward,ppmi,cos,space,R9,0.752674253578881
24881,M690,yes,yes,7,linear,backward,ppmi,cos,graph,R9,0.6387358051332686
24882,M691,yes,yes,7,linear,backward,ppmi,corr,space,R9,0.06802725465994167
24883,M692,yes,yes,7,linear,backward,ppmi,corr,graph,R9,0.19324485843049952
24884,M693,yes,yes,7,linear,backward,ppmi,r_distance,space,R9,0.7460713355516735
24885,M694,yes,yes,7,linear,backward,ppmi,r_distance,graph,R9,0.4094405903020165
24886,M695,yes,yes,7,linear,backward,ppmi,r_cos,space,R9,0.08263994289130222
24887,M696,yes,yes,7,linear,backward,ppmi,r_cos,graph,R9,0.03552188386646035
24888,M697,yes,yes,7,linear,backward,ppmi,r_corr,space,R9,0.3672889931136366
24889,M698,yes,yes,7,linear,backward,ppmi,r_corr,graph,R9,0.24267400616075677
24890,M699,yes,yes,7,linear,backward,ppmi,cooc,space,R9,0.4815680507815269
24891,M700,yes,yes,7,linear,backward,ppmi,cooc,graph,R9,0.7748992240190903
24892,M701,yes,yes,7,linear,backward,non,distance,space,R9,0.7164985777597349
24893,M702,yes,yes,7,linear,backward,non,distance,graph,R9,0.6836674964200175
24894,M703,yes,yes,7,linear,backward,non,cos,space,R9,0.728917473315547
24895,M704,yes,yes,7,linear,backward,non,cos,graph,R9,0.6910564756135796
24896,M705,yes,yes,7,linear,backward,non,corr,space,R9,-0.17586879362713356
24897,M706,yes,yes,7,linear,backward,non,corr,graph,R9,-0.24635985209781308
24898,M707,yes,yes,7,linear,backward,non,r_distance,space,R9,0.7147027807074862
24899,M708,yes,yes,7,linear,backward,non,r_distance,graph,R9,0.6206321353018859
24900,M709,yes,yes,7,linear,backward,non,r_cos,space,R9,0.697938811187272
24901,M710,yes,yes,7,linear,backward,non,r_cos,graph,R9,0.6356973997705736
24902,M711,yes,yes,7,linear,backward,non,r_corr,space,R9,0.660883383570446
24903,M712,yes,yes,7,linear,backward,non,r_corr,graph,R9,0.5362004333345157
24904,M713,yes,yes,7,linear,backward,non,cooc,space,R9,0.49084491294525445
24905,M714,yes,yes,7,linear,backward,non,cooc,graph,R9,0.7045901997348442
24906,M715,yes,yes,7,linear,summed,log,distance,space,R9,0.7105033895451078
24907,M716,yes,yes,7,linear,summed,log,distance,graph,R9,0.6320079472476297
24908,M717,yes,yes,7,linear,summed,log,cos,space,R9,0.7353973803556864
24909,M718,yes,yes,7,linear,summed,log,cos,graph,R9,0.59903937790799
24910,M719,yes,yes,7,linear,summed,log,corr,space,R9,-0.023919732060906748
24911,M720,yes,yes,7,linear,summed,log,corr,graph,R9,-0.24686221432364477
24912,M721,yes,yes,7,linear,summed,log,r_distance,space,R9,0.7322730333308769
24913,M722,yes,yes,7,linear,summed,log,r_distance,graph,R9,0.6814608012570895
24914,M723,yes,yes,7,linear,summed,log,r_cos,space,R9,-0.11046078513519857
24915,M724,yes,yes,7,linear,summed,log,r_cos,graph,R9,-0.26599533670224496
24916,M725,yes,yes,7,linear,summed,log,r_corr,space,R9,0.49804779185806536
24917,M726,yes,yes,7,linear,summed,log,r_corr,graph,R9,-0.00588893383469894
24918,M727,yes,yes,7,linear,summed,log,cooc,space,R9,0.7290143057888714
24919,M728,yes,yes,7,linear,summed,log,cooc,graph,R9,0.7160941274383742
24920,M729,yes,yes,7,linear,summed,ppmi,distance,space,R9,0.7281408324270966
24921,M730,yes,yes,7,linear,summed,ppmi,distance,graph,R9,0.37209074707356804
24922,M731,yes,yes,7,linear,summed,ppmi,cos,space,R9,0.7390392000735373
24923,M732,yes,yes,7,linear,summed,ppmi,cos,graph,R9,0.6765990878466894
24924,M733,yes,yes,7,linear,summed,ppmi,corr,space,R9,-0.4003531558564968
24925,M734,yes,yes,7,linear,summed,ppmi,corr,graph,R9,-0.14419610277172468
24926,M735,yes,yes,7,linear,summed,ppmi,r_distance,space,R9,0.7481971246186154
24927,M736,yes,yes,7,linear,summed,ppmi,r_distance,graph,R9,0.4716350141829971
24928,M737,yes,yes,7,linear,summed,ppmi,r_cos,space,R9,0.5814644979075476
24929,M738,yes,yes,7,linear,summed,ppmi,r_cos,graph,R9,0.4079919581622146
24930,M739,yes,yes,7,linear,summed,ppmi,r_corr,space,R9,0.51548366396426
24931,M740,yes,yes,7,linear,summed,ppmi,r_corr,graph,R9,0.34323733631721176
24932,M741,yes,yes,7,linear,summed,ppmi,cooc,space,R9,0.758494964737367
24933,M742,yes,yes,7,linear,summed,ppmi,cooc,graph,R9,0.44258478631830567
24934,M743,yes,yes,7,linear,summed,non,distance,space,R9,0.7358341170365738
24935,M744,yes,yes,7,linear,summed,non,distance,graph,R9,0.6870731808384795
24936,M745,yes,yes,7,linear,summed,non,cos,space,R9,0.7476931976791299
24937,M746,yes,yes,7,linear,summed,non,cos,graph,R9,0.7707644725816807
24938,M747,yes,yes,7,linear,summed,non,corr,space,R9,0.747659602549831
24939,M748,yes,yes,7,linear,summed,non,corr,graph,R9,0.7543511389219174
24940,M749,yes,yes,7,linear,summed,non,r_distance,space,R9,0.6953519862312469
24941,M750,yes,yes,7,linear,summed,non,r_distance,graph,R9,0.6497693500984687
24942,M751,yes,yes,7,linear,summed,non,r_cos,space,R9,0.5620465131727105
24943,M752,yes,yes,7,linear,summed,non,r_cos,graph,R9,0.5616481956081545
24944,M753,yes,yes,7,linear,summed,non,r_corr,space,R9,0.5690678951962069
24945,M754,yes,yes,7,linear,summed,non,r_corr,graph,R9,0.5680574368499351
24946,M755,yes,yes,7,linear,summed,non,cooc,space,R9,0.7821087049542472
24947,M756,yes,yes,7,linear,summed,non,cooc,graph,R9,0.34328613825930515
24948,M757,yes,no,1,flat,forward,log,distance,space,R9,0.7331588217571385
24949,M758,yes,no,1,flat,forward,log,distance,graph,R9,0.7163177004644038
24950,M759,yes,no,1,flat,forward,log,cos,space,R9,0.7538323021467483
24951,M760,yes,no,1,flat,forward,log,cos,graph,R9,0.7129207545964648
24952,M761,yes,no,1,flat,forward,log,corr,space,R9,-0.7331588217571385
24953,M762,yes,no,1,flat,forward,log,corr,graph,R9,-0.4136278023792934
24954,M763,yes,no,1,flat,forward,log,r_distance,space,R9,0.7399965529969794
24955,M764,yes,no,1,flat,forward,log,r_distance,graph,R9,0.6665642701672636
24956,M765,yes,no,1,flat,forward,log,r_cos,space,R9,-0.07608819084994523
24957,M766,yes,no,1,flat,forward,log,r_cos,graph,R9,0.14735283369406788
24958,M767,yes,no,1,flat,forward,log,r_corr,space,R9,0.23400944897258313
24959,M768,yes,no,1,flat,forward,log,r_corr,graph,R9,0.2101177877554207
24960,M769,yes,no,1,flat,forward,log,cooc,space,R9,0.572420970436009
24961,M770,yes,no,1,flat,forward,log,cooc,graph,R9,0.8790575385983737
24962,M771,yes,no,1,flat,forward,ppmi,distance,space,R9,0.724185944795297
24963,M772,yes,no,1,flat,forward,ppmi,distance,graph,R9,0.6306039543439799
24964,M773,yes,no,1,flat,forward,ppmi,cos,space,R9,0.7538323021467483
24965,M774,yes,no,1,flat,forward,ppmi,cos,graph,R9,0.7129207545964648
24966,M775,yes,no,1,flat,forward,ppmi,corr,space,R9,-0.7029773265218533
24967,M776,yes,no,1,flat,forward,ppmi,corr,graph,R9,-0.3688655072987615
24968,M777,yes,no,1,flat,forward,ppmi,r_distance,space,R9,0.7219488458517379
24969,M778,yes,no,1,flat,forward,ppmi,r_distance,graph,R9,0.6158147288983404
24970,M779,yes,no,1,flat,forward,ppmi,r_cos,space,R9,0.19052635886220243
24971,M780,yes,no,1,flat,forward,ppmi,r_cos,graph,R9,0.3233015859784922
24972,M781,yes,no,1,flat,forward,ppmi,r_corr,space,R9,0.17003041094435273
24973,M782,yes,no,1,flat,forward,ppmi,r_corr,graph,R9,0.4204406818455317
24974,M783,yes,no,1,flat,forward,ppmi,cooc,space,R9,0.5903196436840377
24975,M784,yes,no,1,flat,forward,ppmi,cooc,graph,R9,0.9080551679886426
24976,M785,yes,no,1,flat,forward,non,distance,space,R9,0.6743739946158667
24977,M786,yes,no,1,flat,forward,non,distance,graph,R9,0.6284444986354532
24978,M787,yes,no,1,flat,forward,non,cos,space,R9,0.7538323021467483
24979,M788,yes,no,1,flat,forward,non,cos,graph,R9,0.7129207545964648
24980,M789,yes,no,1,flat,forward,non,corr,space,R9,-0.7313733729380205
24981,M790,yes,no,1,flat,forward,non,corr,graph,R9,-0.18983432900468114
24982,M791,yes,no,1,flat,forward,non,r_distance,space,R9,0.7275769514244101
24983,M792,yes,no,1,flat,forward,non,r_distance,graph,R9,0.6698071026545653
24984,M793,yes,no,1,flat,forward,non,r_cos,space,R9,0.14719219436440048
24985,M794,yes,no,1,flat,forward,non,r_cos,graph,R9,0.2754375429431818
24986,M795,yes,no,1,flat,forward,non,r_corr,space,R9,-0.2761125372052587
24987,M796,yes,no,1,flat,forward,non,r_corr,graph,R9,0.16136890472045518
24988,M797,yes,no,1,flat,forward,non,cooc,space,R9,0.6089270727504921
24989,M798,yes,no,1,flat,forward,non,cooc,graph,R9,0.7198045784982271
24990,M799,yes,no,1,flat,backward,log,distance,space,R9,0.7335547555200317
24991,M800,yes,no,1,flat,backward,log,distance,graph,R9,0.7433320463008662
24992,M801,yes,no,1,flat,backward,log,cos,space,R9,0.7538323021467483
24993,M802,yes,no,1,flat,backward,log,cos,graph,R9,0.7129207545964648
24994,M803,yes,no,1,flat,backward,log,corr,space,R9,-0.7335547555200317
24995,M804,yes,no,1,flat,backward,log,corr,graph,R9,-0.740824338724615
24996,M805,yes,no,1,flat,backward,log,r_distance,space,R9,0.7314404785087052
24997,M806,yes,no,1,flat,backward,log,r_distance,graph,R9,0.5252694020424236
24998,M807,yes,no,1,flat,backward,log,r_cos,space,R9,0.2398452578458596
24999,M808,yes,no,1,flat,backward,log,r_cos,graph,R9,0.12806839958697133
25000,M809,yes,no,1,flat,backward,log,r_corr,space,R9,0.1616442442037853
25001,M810,yes,no,1,flat,backward,log,r_corr,graph,R9,0.31356486554578195
25002,M811,yes,no,1,flat,backward,log,cooc,space,R9,0.4836007235247146
25003,M812,yes,no,1,flat,backward,log,cooc,graph,R9,0.8580502547902222
25004,M813,yes,no,1,flat,backward,ppmi,distance,space,R9,0.7571853033315633
25005,M814,yes,no,1,flat,backward,ppmi,distance,graph,R9,0.36224062555010234
25006,M815,yes,no,1,flat,backward,ppmi,cos,space,R9,0.7538323021467483
25007,M816,yes,no,1,flat,backward,ppmi,cos,graph,R9,0.7129207545964648
25008,M817,yes,no,1,flat,backward,ppmi,corr,space,R9,-0.7334852539088214
25009,M818,yes,no,1,flat,backward,ppmi,corr,graph,R9,-0.748453959300601
25010,M819,yes,no,1,flat,backward,ppmi,r_distance,space,R9,0.7566818304492421
25011,M820,yes,no,1,flat,backward,ppmi,r_distance,graph,R9,0.3531748878085712
25012,M821,yes,no,1,flat,backward,ppmi,r_cos,space,R9,0.1691947096253983
25013,M822,yes,no,1,flat,backward,ppmi,r_cos,graph,R9,0.2562176594559009
25014,M823,yes,no,1,flat,backward,ppmi,r_corr,space,R9,0.03941799845698436
25015,M824,yes,no,1,flat,backward,ppmi,r_corr,graph,R9,-0.03815616220071516
25016,M825,yes,no,1,flat,backward,ppmi,cooc,space,R9,0.48074135874846735
25017,M826,yes,no,1,flat,backward,ppmi,cooc,graph,R9,0.9080551679886426
25018,M827,yes,no,1,flat,backward,non,distance,space,R9,0.6738364038673313
25019,M828,yes,no,1,flat,backward,non,distance,graph,R9,0.6462331184635806
25020,M829,yes,no,1,flat,backward,non,cos,space,R9,0.7538323021467483
25021,M830,yes,no,1,flat,backward,non,cos,graph,R9,0.7129207545964648
25022,M831,yes,no,1,flat,backward,non,corr,space,R9,-0.7083538143276492
25023,M832,yes,no,1,flat,backward,non,corr,graph,R9,-0.7205502691205775
25024,M833,yes,no,1,flat,backward,non,r_distance,space,R9,0.6740282218571514
25025,M834,yes,no,1,flat,backward,non,r_distance,graph,R9,0.48022870520622624
