,Model,period,boundary,window_size,window_weight,window_type,normalization,encode,representation,run,performance
12692,M597,yes,yes,7,flat,summed,log,r_cos,space,R5,0.05256963774255747
12693,M598,yes,yes,7,flat,summed,log,r_cos,graph,R5,-0.10958539442231023
12694,M599,yes,yes,7,flat,summed,log,r_corr,space,R5,0.7182587288922554
12695,M600,yes,yes,7,flat,summed,log,r_corr,graph,R5,0.42183068414674746
12696,M601,yes,yes,7,flat,summed,log,cooc,space,R5,0.7496673505611292
12697,M602,yes,yes,7,flat,summed,log,cooc,graph,R5,0.7229974689101768
12698,M603,yes,yes,7,flat,summed,ppmi,distance,space,R5,0.7358146313957604
12699,M604,yes,yes,7,flat,summed,ppmi,distance,graph,R5,0.33345619193204035
12700,M605,yes,yes,7,flat,summed,ppmi,cos,space,R5,0.7388986802746581
12701,M606,yes,yes,7,flat,summed,ppmi,cos,graph,R5,0.5615968390843886
12702,M607,yes,yes,7,flat,summed,ppmi,corr,space,R5,-0.2918251751556838
12703,M608,yes,yes,7,flat,summed,ppmi,corr,graph,R5,-0.09910653555307186
12704,M609,yes,yes,7,flat,summed,ppmi,r_distance,space,R5,0.7322116834032206
12705,M610,yes,yes,7,flat,summed,ppmi,r_distance,graph,R5,0.44822340923587045
12706,M611,yes,yes,7,flat,summed,ppmi,r_cos,space,R5,0.5802634298180421
12707,M612,yes,yes,7,flat,summed,ppmi,r_cos,graph,R5,0.24198134999809023
12708,M613,yes,yes,7,flat,summed,ppmi,r_corr,space,R5,0.5292569861493271
12709,M614,yes,yes,7,flat,summed,ppmi,r_corr,graph,R5,0.2944374057914486
12710,M615,yes,yes,7,flat,summed,ppmi,cooc,space,R5,0.7223598916353535
12711,M616,yes,yes,7,flat,summed,ppmi,cooc,graph,R5,0.6380315358205705
12712,M617,yes,yes,7,flat,summed,non,distance,space,R5,0.7238720483141703
12713,M618,yes,yes,7,flat,summed,non,distance,graph,R5,0.6357487184054942
12714,M619,yes,yes,7,flat,summed,non,cos,space,R5,0.7313119649875053
12715,M620,yes,yes,7,flat,summed,non,cos,graph,R5,0.7535516383121081
12716,M621,yes,yes,7,flat,summed,non,corr,space,R5,0.7350463978702297
12717,M622,yes,yes,7,flat,summed,non,corr,graph,R5,0.7427156621683204
12718,M623,yes,yes,7,flat,summed,non,r_distance,space,R5,0.7111375114447505
12719,M624,yes,yes,7,flat,summed,non,r_distance,graph,R5,0.6021946970217916
12720,M625,yes,yes,7,flat,summed,non,r_cos,space,R5,0.6764867094745735
12721,M626,yes,yes,7,flat,summed,non,r_cos,graph,R5,0.6355870527897771
12722,M627,yes,yes,7,flat,summed,non,r_corr,space,R5,0.6857211337256064
12723,M628,yes,yes,7,flat,summed,non,r_corr,graph,R5,0.6496480755946688
12724,M629,yes,yes,7,flat,summed,non,cooc,space,R5,0.7881625274726679
12725,M630,yes,yes,7,flat,summed,non,cooc,graph,R5,0.33003128336292564
12726,M631,yes,yes,7,linear,forward,log,distance,space,R5,0.7203865946202901
12727,M632,yes,yes,7,linear,forward,log,distance,graph,R5,0.7024081308195852
12728,M633,yes,yes,7,linear,forward,log,cos,space,R5,0.7226786669996653
12729,M634,yes,yes,7,linear,forward,log,cos,graph,R5,0.6983194230729034
12730,M635,yes,yes,7,linear,forward,log,corr,space,R5,0.6960847502902482
12731,M636,yes,yes,7,linear,forward,log,corr,graph,R5,0.492689283475168
12732,M637,yes,yes,7,linear,forward,log,r_distance,space,R5,0.7227395413221017
12733,M638,yes,yes,7,linear,forward,log,r_distance,graph,R5,0.707063003214597
12734,M639,yes,yes,7,linear,forward,log,r_cos,space,R5,-0.0022504050780508622
12735,M640,yes,yes,7,linear,forward,log,r_cos,graph,R5,-0.038841733736781
12736,M641,yes,yes,7,linear,forward,log,r_corr,space,R5,0.29021254003374897
12737,M642,yes,yes,7,linear,forward,log,r_corr,graph,R5,0.18509812940990464
12738,M643,yes,yes,7,linear,forward,log,cooc,space,R5,0.5444103599204367
12739,M644,yes,yes,7,linear,forward,log,cooc,graph,R5,0.717404309651799
12740,M645,yes,yes,7,linear,forward,ppmi,distance,space,R5,0.7237659321027023
12741,M646,yes,yes,7,linear,forward,ppmi,distance,graph,R5,0.6600077004854881
12742,M647,yes,yes,7,linear,forward,ppmi,cos,space,R5,0.7504521232616048
12743,M648,yes,yes,7,linear,forward,ppmi,cos,graph,R5,0.7261071215167266
12744,M649,yes,yes,7,linear,forward,ppmi,corr,space,R5,-0.4721081390646372
12745,M650,yes,yes,7,linear,forward,ppmi,corr,graph,R5,-0.24120720700392848
12746,M651,yes,yes,7,linear,forward,ppmi,r_distance,space,R5,0.7214738597233271
12747,M652,yes,yes,7,linear,forward,ppmi,r_distance,graph,R5,0.6525809078415278
12748,M653,yes,yes,7,linear,forward,ppmi,r_cos,space,R5,-0.1987463652103879
12749,M654,yes,yes,7,linear,forward,ppmi,r_cos,graph,R5,-0.3267164776742966
12750,M655,yes,yes,7,linear,forward,ppmi,r_corr,space,R5,0.1786103388299936
12751,M656,yes,yes,7,linear,forward,ppmi,r_corr,graph,R5,0.44687730434320444
12752,M657,yes,yes,7,linear,forward,ppmi,cooc,space,R5,0.5599459728668578
12753,M658,yes,yes,7,linear,forward,ppmi,cooc,graph,R5,0.7965810023582248
12754,M659,yes,yes,7,linear,forward,non,distance,space,R5,0.7499638863535513
12755,M660,yes,yes,7,linear,forward,non,distance,graph,R5,0.6452729363819592
12756,M661,yes,yes,7,linear,forward,non,cos,space,R5,0.7498661219804871
12757,M662,yes,yes,7,linear,forward,non,cos,graph,R5,0.6521434875718823
12758,M663,yes,yes,7,linear,forward,non,corr,space,R5,0.7543558068472598
12759,M664,yes,yes,7,linear,forward,non,corr,graph,R5,0.5871638558925173
12760,M665,yes,yes,7,linear,forward,non,r_distance,space,R5,0.6961696192476214
12761,M666,yes,yes,7,linear,forward,non,r_distance,graph,R5,0.6441610358597617
12762,M667,yes,yes,7,linear,forward,non,r_cos,space,R5,0.3701652984618487
12763,M668,yes,yes,7,linear,forward,non,r_cos,graph,R5,0.30402219761239196
12764,M669,yes,yes,7,linear,forward,non,r_corr,space,R5,0.04034068721677082
12765,M670,yes,yes,7,linear,forward,non,r_corr,graph,R5,-0.2225703284266897
12766,M671,yes,yes,7,linear,forward,non,cooc,space,R5,0.6021927249829198
12767,M672,yes,yes,7,linear,forward,non,cooc,graph,R5,0.6666059730727775
12768,M673,yes,yes,7,linear,backward,log,distance,space,R5,0.7550211366307867
12769,M674,yes,yes,7,linear,backward,log,distance,graph,R5,0.6146994321580449
12770,M675,yes,yes,7,linear,backward,log,cos,space,R5,0.7654422028750005
12771,M676,yes,yes,7,linear,backward,log,cos,graph,R5,0.6079340057552566
12772,M677,yes,yes,7,linear,backward,log,corr,space,R5,-0.1076049525902541
12773,M678,yes,yes,7,linear,backward,log,corr,graph,R5,-0.3473484439651
12774,M679,yes,yes,7,linear,backward,log,r_distance,space,R5,0.7485493847891905
12775,M680,yes,yes,7,linear,backward,log,r_distance,graph,R5,0.6110592264739559
12776,M681,yes,yes,7,linear,backward,log,r_cos,space,R5,0.02673071734976004
12777,M682,yes,yes,7,linear,backward,log,r_cos,graph,R5,0.009827762215138328
12778,M683,yes,yes,7,linear,backward,log,r_corr,space,R5,0.07276883273282929
12779,M684,yes,yes,7,linear,backward,log,r_corr,graph,R5,0.1153285549208856
12780,M685,yes,yes,7,linear,backward,log,cooc,space,R5,0.5004310014322892
12781,M686,yes,yes,7,linear,backward,log,cooc,graph,R5,0.7808045384908504
12782,M687,yes,yes,7,linear,backward,ppmi,distance,space,R5,0.7674668671738765
12783,M688,yes,yes,7,linear,backward,ppmi,distance,graph,R5,0.35538636436214316
12784,M689,yes,yes,7,linear,backward,ppmi,cos,space,R5,0.7620181382519018
12785,M690,yes,yes,7,linear,backward,ppmi,cos,graph,R5,0.6428351618952495
12786,M691,yes,yes,7,linear,backward,ppmi,corr,space,R5,-0.05734563881815977
12787,M692,yes,yes,7,linear,backward,ppmi,corr,graph,R5,0.12701610885987202
12788,M693,yes,yes,7,linear,backward,ppmi,r_distance,space,R5,0.7652939011196812
12789,M694,yes,yes,7,linear,backward,ppmi,r_distance,graph,R5,0.3778992822526462
12790,M695,yes,yes,7,linear,backward,ppmi,r_cos,space,R5,-0.06624880213905479
12791,M696,yes,yes,7,linear,backward,ppmi,r_cos,graph,R5,0.05144971624477712
12792,M697,yes,yes,7,linear,backward,ppmi,r_corr,space,R5,0.5633202889328526
12793,M698,yes,yes,7,linear,backward,ppmi,r_corr,graph,R5,0.4449685504370634
12794,M699,yes,yes,7,linear,backward,ppmi,cooc,space,R5,0.47857540291489664
12795,M700,yes,yes,7,linear,backward,ppmi,cooc,graph,R5,0.7987576214427602
12796,M701,yes,yes,7,linear,backward,non,distance,space,R5,0.7297643812595689
12797,M702,yes,yes,7,linear,backward,non,distance,graph,R5,0.7061457123816446
12798,M703,yes,yes,7,linear,backward,non,cos,space,R5,0.7274311534535991
12799,M704,yes,yes,7,linear,backward,non,cos,graph,R5,0.7137704794045298
12800,M705,yes,yes,7,linear,backward,non,corr,space,R5,-0.1710354401128911
12801,M706,yes,yes,7,linear,backward,non,corr,graph,R5,-0.23519894722077705
12802,M707,yes,yes,7,linear,backward,non,r_distance,space,R5,0.7323274755568385
12803,M708,yes,yes,7,linear,backward,non,r_distance,graph,R5,0.6227200846301033
12804,M709,yes,yes,7,linear,backward,non,r_cos,space,R5,0.7007451656575377
12805,M710,yes,yes,7,linear,backward,non,r_cos,graph,R5,0.6588917055205784
12806,M711,yes,yes,7,linear,backward,non,r_corr,space,R5,0.7110796153679414
12807,M712,yes,yes,7,linear,backward,non,r_corr,graph,R5,0.6547948628585383
12808,M713,yes,yes,7,linear,backward,non,cooc,space,R5,0.5085206980387644
12809,M714,yes,yes,7,linear,backward,non,cooc,graph,R5,0.6666059730727775
12810,M715,yes,yes,7,linear,summed,log,distance,space,R5,0.719182295391679
12811,M716,yes,yes,7,linear,summed,log,distance,graph,R5,0.6542982519315095
12812,M717,yes,yes,7,linear,summed,log,cos,space,R5,0.7257247902094754
12813,M718,yes,yes,7,linear,summed,log,cos,graph,R5,0.5965085287267095
12814,M719,yes,yes,7,linear,summed,log,corr,space,R5,-0.04970468652555357
12815,M720,yes,yes,7,linear,summed,log,corr,graph,R5,-0.28758717942203316
12816,M721,yes,yes,7,linear,summed,log,r_distance,space,R5,0.7483357407945227
12817,M722,yes,yes,7,linear,summed,log,r_distance,graph,R5,0.6850785591191466
12818,M723,yes,yes,7,linear,summed,log,r_cos,space,R5,-0.09483377381311578
12819,M724,yes,yes,7,linear,summed,log,r_cos,graph,R5,-0.23267595862501414
12820,M725,yes,yes,7,linear,summed,log,r_corr,space,R5,0.5284753891124059
12821,M726,yes,yes,7,linear,summed,log,r_corr,graph,R5,0.30320753128908223
12822,M727,yes,yes,7,linear,summed,log,cooc,space,R5,0.7402357519361171
12823,M728,yes,yes,7,linear,summed,log,cooc,graph,R5,0.7306797289347751
12824,M729,yes,yes,7,linear,summed,ppmi,distance,space,R5,0.7296196384333442
12825,M730,yes,yes,7,linear,summed,ppmi,distance,graph,R5,0.3288239981193152
12826,M731,yes,yes,7,linear,summed,ppmi,cos,space,R5,0.7423030621392469
12827,M732,yes,yes,7,linear,summed,ppmi,cos,graph,R5,0.6751178136341788
12828,M733,yes,yes,7,linear,summed,ppmi,corr,space,R5,-0.3478396294683759
12829,M734,yes,yes,7,linear,summed,ppmi,corr,graph,R5,-0.0980154166531315
12830,M735,yes,yes,7,linear,summed,ppmi,r_distance,space,R5,0.728766866833086
12831,M736,yes,yes,7,linear,summed,ppmi,r_distance,graph,R5,0.45740527771461376
12832,M737,yes,yes,7,linear,summed,ppmi,r_cos,space,R5,0.5883978286097044
12833,M738,yes,yes,7,linear,summed,ppmi,r_cos,graph,R5,0.2904434988746859
12834,M739,yes,yes,7,linear,summed,ppmi,r_corr,space,R5,0.5069380485394638
12835,M740,yes,yes,7,linear,summed,ppmi,r_corr,graph,R5,0.3278709358575452
12836,M741,yes,yes,7,linear,summed,ppmi,cooc,space,R5,0.7343470826656298
12837,M742,yes,yes,7,linear,summed,ppmi,cooc,graph,R5,0.4368434060381536
12838,M743,yes,yes,7,linear,summed,non,distance,space,R5,0.7489419620850188
12839,M744,yes,yes,7,linear,summed,non,distance,graph,R5,0.6843357318587638
12840,M745,yes,yes,7,linear,summed,non,cos,space,R5,0.7285907503287757
12841,M746,yes,yes,7,linear,summed,non,cos,graph,R5,0.7607779271774038
12842,M747,yes,yes,7,linear,summed,non,corr,space,R5,0.7278091248416938
12843,M748,yes,yes,7,linear,summed,non,corr,graph,R5,0.7537163400526278
12844,M749,yes,yes,7,linear,summed,non,r_distance,space,R5,0.7081558634890878
12845,M750,yes,yes,7,linear,summed,non,r_distance,graph,R5,0.6189114620548398
12846,M751,yes,yes,7,linear,summed,non,r_cos,space,R5,0.43410478391376206
12847,M752,yes,yes,7,linear,summed,non,r_cos,graph,R5,0.4522173161526332
12848,M753,yes,yes,7,linear,summed,non,r_corr,space,R5,0.5788739239746264
12849,M754,yes,yes,7,linear,summed,non,r_corr,graph,R5,0.5878660412791787
12850,M755,yes,yes,7,linear,summed,non,cooc,space,R5,0.7881625274726679
12851,M756,yes,yes,7,linear,summed,non,cooc,graph,R5,0.32904267242923735
12852,M757,yes,no,1,flat,forward,log,distance,space,R5,0.7567071261703893
12853,M758,yes,no,1,flat,forward,log,distance,graph,R5,0.7352770930948591
12854,M759,yes,no,1,flat,forward,log,cos,space,R5,0.761058679907595
12855,M760,yes,no,1,flat,forward,log,cos,graph,R5,0.7212771691738767
12856,M761,yes,no,1,flat,forward,log,corr,space,R5,-0.7567071261703893
12857,M762,yes,no,1,flat,forward,log,corr,graph,R5,-0.350460664001305
12858,M763,yes,no,1,flat,forward,log,r_distance,space,R5,0.7565295944118383
12859,M764,yes,no,1,flat,forward,log,r_distance,graph,R5,0.6818280616910679
12860,M765,yes,no,1,flat,forward,log,r_cos,space,R5,-0.26121784440948614
12861,M766,yes,no,1,flat,forward,log,r_cos,graph,R5,-0.03248084096286731
12862,M767,yes,no,1,flat,forward,log,r_corr,space,R5,0.24769074307769326
12863,M768,yes,no,1,flat,forward,log,r_corr,graph,R5,-0.0710687002389325
12864,M769,yes,no,1,flat,forward,log,cooc,space,R5,0.5563969620428973
12865,M770,yes,no,1,flat,forward,log,cooc,graph,R5,0.8774725397370635
12866,M771,yes,no,1,flat,forward,ppmi,distance,space,R5,0.7240010164493048
12867,M772,yes,no,1,flat,forward,ppmi,distance,graph,R5,0.6398296622551098
12868,M773,yes,no,1,flat,forward,ppmi,cos,space,R5,0.761058679907595
12869,M774,yes,no,1,flat,forward,ppmi,cos,graph,R5,0.7212771691738767
12870,M775,yes,no,1,flat,forward,ppmi,corr,space,R5,-0.7185353053907948
12871,M776,yes,no,1,flat,forward,ppmi,corr,graph,R5,-0.30694513155447634
12872,M777,yes,no,1,flat,forward,ppmi,r_distance,space,R5,0.7339407353586939
12873,M778,yes,no,1,flat,forward,ppmi,r_distance,graph,R5,0.6784915517175555
12874,M779,yes,no,1,flat,forward,ppmi,r_cos,space,R5,-0.01075668026036878
12875,M780,yes,no,1,flat,forward,ppmi,r_cos,graph,R5,-0.00484174107543212
12876,M781,yes,no,1,flat,forward,ppmi,r_corr,space,R5,-0.06488513060830867
12877,M782,yes,no,1,flat,forward,ppmi,r_corr,graph,R5,-0.25327553629262217
12878,M783,yes,no,1,flat,forward,ppmi,cooc,space,R5,0.5599459728668578
12879,M784,yes,no,1,flat,forward,ppmi,cooc,graph,R5,0.9029398694292012
12880,M785,yes,no,1,flat,forward,non,distance,space,R5,0.6798112979802101
12881,M786,yes,no,1,flat,forward,non,distance,graph,R5,0.6399605227759043
12882,M787,yes,no,1,flat,forward,non,cos,space,R5,0.761058679907595
12883,M788,yes,no,1,flat,forward,non,cos,graph,R5,0.7212771691738767
12884,M789,yes,no,1,flat,forward,non,corr,space,R5,-0.7485724560859561
12885,M790,yes,no,1,flat,forward,non,corr,graph,R5,-0.07266202921868722
12886,M791,yes,no,1,flat,forward,non,r_distance,space,R5,0.7194046029770813
12887,M792,yes,no,1,flat,forward,non,r_distance,graph,R5,0.6836889518175514
12888,M793,yes,no,1,flat,forward,non,r_cos,space,R5,0.2355212404589469
12889,M794,yes,no,1,flat,forward,non,r_cos,graph,R5,-0.0051747338857129725
12890,M795,yes,no,1,flat,forward,non,r_corr,space,R5,0.13416576597003954
12891,M796,yes,no,1,flat,forward,non,r_corr,graph,R5,-0.09365965764128553
12892,M797,yes,no,1,flat,forward,non,cooc,space,R5,0.6021927249829198
12893,M798,yes,no,1,flat,forward,non,cooc,graph,R5,0.7090370024412282
12894,M799,yes,no,1,flat,backward,log,distance,space,R5,0.7307884711337516
12895,M800,yes,no,1,flat,backward,log,distance,graph,R5,0.7602169421740332
12896,M801,yes,no,1,flat,backward,log,cos,space,R5,0.761058679907595
12897,M802,yes,no,1,flat,backward,log,cos,graph,R5,0.7212771691738767
12898,M803,yes,no,1,flat,backward,log,corr,space,R5,-0.7310960583076338
12899,M804,yes,no,1,flat,backward,log,corr,graph,R5,-0.7465872769068717
12900,M805,yes,no,1,flat,backward,log,r_distance,space,R5,0.7415596473751165
12901,M806,yes,no,1,flat,backward,log,r_distance,graph,R5,0.5163719448043947
12902,M807,yes,no,1,flat,backward,log,r_cos,space,R5,0.2519303107209894
12903,M808,yes,no,1,flat,backward,log,r_cos,graph,R5,0.264206930971823
12904,M809,yes,no,1,flat,backward,log,r_corr,space,R5,0.7467804642029938
12905,M810,yes,no,1,flat,backward,log,r_corr,graph,R5,0.4275643397566059
12906,M811,yes,no,1,flat,backward,log,cooc,space,R5,0.5046745109065532
12907,M812,yes,no,1,flat,backward,log,cooc,graph,R5,0.8565871043440906
12908,M813,yes,no,1,flat,backward,ppmi,distance,space,R5,0.7676282156989076
12909,M814,yes,no,1,flat,backward,ppmi,distance,graph,R5,0.35192756345367054
12910,M815,yes,no,1,flat,backward,ppmi,cos,space,R5,0.761058679907595
12911,M816,yes,no,1,flat,backward,ppmi,cos,graph,R5,0.7212771691738767
12912,M817,yes,no,1,flat,backward,ppmi,corr,space,R5,-0.734504328393623
12913,M818,yes,no,1,flat,backward,ppmi,corr,graph,R5,-0.7610646076330224
12914,M819,yes,no,1,flat,backward,ppmi,r_distance,space,R5,0.7654551223339832
12915,M820,yes,no,1,flat,backward,ppmi,r_distance,graph,R5,0.3314445432630655
12916,M821,yes,no,1,flat,backward,ppmi,r_cos,space,R5,-0.366205824182023
12917,M822,yes,no,1,flat,backward,ppmi,r_cos,graph,R5,-0.5352962845038148
12918,M823,yes,no,1,flat,backward,ppmi,r_corr,space,R5,0.08631766916158856
12919,M824,yes,no,1,flat,backward,ppmi,r_corr,graph,R5,0.2073581605395341
12920,M825,yes,no,1,flat,backward,ppmi,cooc,space,R5,0.492861752798369
12921,M826,yes,no,1,flat,backward,ppmi,cooc,graph,R5,0.9029398694292012
12922,M827,yes,no,1,flat,backward,non,distance,space,R5,0.6820985676795472
12923,M828,yes,no,1,flat,backward,non,distance,graph,R5,0.6652665550311035
12924,M829,yes,no,1,flat,backward,non,cos,space,R5,0.761058679907595
12925,M830,yes,no,1,flat,backward,non,cos,graph,R5,0.7212771691738767
12926,M831,yes,no,1,flat,backward,non,corr,space,R5,-0.7135134390573513
12927,M832,yes,no,1,flat,backward,non,corr,graph,R5,-0.7453439928673348
12928,M833,yes,no,1,flat,backward,non,r_distance,space,R5,0.6851595520068833
12929,M834,yes,no,1,flat,backward,non,r_distance,graph,R5,0.46466729593111544
12930,M835,yes,no,1,flat,backward,non,r_cos,space,R5,0.2612014470540216
12931,M836,yes,no,1,flat,backward,non,r_cos,graph,R5,0.4932686490078465
12932,M837,yes,no,1,flat,backward,non,r_corr,space,R5,-0.012434577782622016
12933,M838,yes,no,1,flat,backward,non,r_corr,graph,R5,0.26691075992167873
12934,M839,yes,no,1,flat,backward,non,cooc,space,R5,0.5085206980387644
12935,M840,yes,no,1,flat,backward,non,cooc,graph,R5,0.7090370024412282
12936,M841,yes,no,1,flat,summed,log,distance,space,R5,0.7076800889308498
12937,M842,yes,no,1,flat,summed,log,distance,graph,R5,0.7510974861185885
12938,M843,yes,no,1,flat,summed,log,cos,space,R5,0.728975571034994
12939,M844,yes,no,1,flat,summed,log,cos,graph,R5,0.6283929167272089
12940,M845,yes,no,1,flat,summed,log,corr,space,R5,-0.7281816439438634
12941,M846,yes,no,1,flat,summed,log,corr,graph,R5,-0.5050572039464957
12942,M847,yes,no,1,flat,summed,log,r_distance,space,R5,0.7281526869452575
12943,M848,yes,no,1,flat,summed,log,r_distance,graph,R5,0.7768221234184057
12944,M849,yes,no,1,flat,summed,log,r_cos,space,R5,-0.311791927987554
12945,M850,yes,no,1,flat,summed,log,r_cos,graph,R5,-0.31255284213265605
12946,M851,yes,no,1,flat,summed,log,r_corr,space,R5,0.6813499124698302
12947,M852,yes,no,1,flat,summed,log,r_corr,graph,R5,0.4561342512806328
12948,M853,yes,no,1,flat,summed,log,cooc,space,R5,0.7611347083574364
12949,M854,yes,no,1,flat,summed,log,cooc,graph,R5,0.8583296321857019
12950,M855,yes,no,1,flat,summed,ppmi,distance,space,R5,0.7312441161808774
12951,M856,yes,no,1,flat,summed,ppmi,distance,graph,R5,0.31918015892752805
12952,M857,yes,no,1,flat,summed,ppmi,cos,space,R5,0.7303405271251804
12953,M858,yes,no,1,flat,summed,ppmi,cos,graph,R5,0.6282707678626247
12954,M859,yes,no,1,flat,summed,ppmi,corr,space,R5,-0.6936538245847277
12955,M860,yes,no,1,flat,summed,ppmi,corr,graph,R5,-0.07083266548772983
12956,M861,yes,no,1,flat,summed,ppmi,r_distance,space,R5,0.7325762836796623
12957,M862,yes,no,1,flat,summed,ppmi,r_distance,graph,R5,0.4273264252835028
12958,M863,yes,no,1,flat,summed,ppmi,r_cos,space,R5,0.5491205226368217
12959,M864,yes,no,1,flat,summed,ppmi,r_cos,graph,R5,0.29753055617470603
12960,M865,yes,no,1,flat,summed,ppmi,r_corr,space,R5,0.5721694540868802
12961,M866,yes,no,1,flat,summed,ppmi,r_corr,graph,R5,0.31292709108691547
12962,M867,yes,no,1,flat,summed,ppmi,cooc,space,R5,0.7367841793399497
12963,M868,yes,no,1,flat,summed,ppmi,cooc,graph,R5,0.5098490020794256
12964,M869,yes,no,1,flat,summed,non,distance,space,R5,0.6920293715640111
12965,M870,yes,no,1,flat,summed,non,distance,graph,R5,0.6482997766923858
12966,M871,yes,no,1,flat,summed,non,cos,space,R5,0.7667789201414613
12967,M872,yes,no,1,flat,summed,non,cos,graph,R5,0.659482519171053
12968,M873,yes,no,1,flat,summed,non,corr,space,R5,-0.28718786308057326
12969,M874,yes,no,1,flat,summed,non,corr,graph,R5,-0.22821191330590757
12970,M875,yes,no,1,flat,summed,non,r_distance,space,R5,0.7168419048846687
12971,M876,yes,no,1,flat,summed,non,r_distance,graph,R5,0.6777651405306201
12972,M877,yes,no,1,flat,summed,non,r_cos,space,R5,-0.15874809824640085
12973,M878,yes,no,1,flat,summed,non,r_cos,graph,R5,-0.2731348977024752
12974,M879,yes,no,1,flat,summed,non,r_corr,space,R5,-0.16610815272550208
12975,M880,yes,no,1,flat,summed,non,r_corr,graph,R5,-0.125413085203488
12976,M881,yes,no,1,flat,summed,non,cooc,space,R5,0.7881625274726679
12977,M882,yes,no,1,flat,summed,non,cooc,graph,R5,0.33005865052779365
12978,M883,yes,no,1,linear,forward,log,distance,space,R5,0.7567071261703893
12979,M884,yes,no,1,linear,forward,log,distance,graph,R5,0.7352770930948591
12980,M885,yes,no,1,linear,forward,log,cos,space,R5,0.761058679907595
12981,M886,yes,no,1,linear,forward,log,cos,graph,R5,0.7212771691738767
12982,M887,yes,no,1,linear,forward,log,corr,space,R5,-0.7567071261703893
12983,M888,yes,no,1,linear,forward,log,corr,graph,R5,-0.350460664001305
12984,M889,yes,no,1,linear,forward,log,r_distance,space,R5,0.7565295944118383
12985,M890,yes,no,1,linear,forward,log,r_distance,graph,R5,0.6818280616910679
12986,M891,yes,no,1,linear,forward,log,r_cos,space,R5,-0.26121784440948614
12987,M892,yes,no,1,linear,forward,log,r_cos,graph,R5,-0.03248084096286731
12988,M893,yes,no,1,linear,forward,log,r_corr,space,R5,0.24769074307769326
12989,M894,yes,no,1,linear,forward,log,r_corr,graph,R5,-0.0710687002389325
12990,M895,yes,no,1,linear,forward,log,cooc,space,R5,0.5563969620428973
12991,M896,yes,no,1,linear,forward,log,cooc,graph,R5,0.8774725397370635
12992,M897,yes,no,1,linear,forward,ppmi,distance,space,R5,0.7240010164493048
12993,M898,yes,no,1,linear,forward,ppmi,distance,graph,R5,0.6398296622551098
12994,M899,yes,no,1,linear,forward,ppmi,cos,space,R5,0.761058679907595
12995,M900,yes,no,1,linear,forward,ppmi,cos,graph,R5,0.7212771691738767
12996,M901,yes,no,1,linear,forward,ppmi,corr,space,R5,-0.7185353053907948
12997,M902,yes,no,1,linear,forward,ppmi,corr,graph,R5,-0.30694513155447634
12998,M903,yes,no,1,linear,forward,ppmi,r_distance,space,R5,0.7339407353586939
12999,M904,yes,no,1,linear,forward,ppmi,r_distance,graph,R5,0.6784915517175555
13000,M905,yes,no,1,linear,forward,ppmi,r_cos,space,R5,-0.01075668026036878
13001,M906,yes,no,1,linear,forward,ppmi,r_cos,graph,R5,-0.00484174107543212
13002,M907,yes,no,1,linear,forward,ppmi,r_corr,space,R5,-0.06488513060830867
13003,M908,yes,no,1,linear,forward,ppmi,r_corr,graph,R5,-0.25327553629262217
13004,M909,yes,no,1,linear,forward,ppmi,cooc,space,R5,0.5599459728668578
13005,M910,yes,no,1,linear,forward,ppmi,cooc,graph,R5,0.9029398694292012
13006,M911,yes,no,1,linear,forward,non,distance,space,R5,0.6798112979802101
13007,M912,yes,no,1,linear,forward,non,distance,graph,R5,0.6399605227759043
13008,M913,yes,no,1,linear,forward,non,cos,space,R5,0.761058679907595
13009,M914,yes,no,1,linear,forward,non,cos,graph,R5,0.7212771691738767
13010,M915,yes,no,1,linear,forward,non,corr,space,R5,-0.7485724560859561
13011,M916,yes,no,1,linear,forward,non,corr,graph,R5,-0.07266202921868722
13012,M917,yes,no,1,linear,forward,non,r_distance,space,R5,0.7194046029770813
13013,M918,yes,no,1,linear,forward,non,r_distance,graph,R5,0.6836889518175514
13014,M919,yes,no,1,linear,forward,non,r_cos,space,R5,0.2355212404589469
13015,M920,yes,no,1,linear,forward,non,r_cos,graph,R5,-0.0051747338857129725
13016,M921,yes,no,1,linear,forward,non,r_corr,space,R5,0.13416576597003954
13017,M922,yes,no,1,linear,forward,non,r_corr,graph,R5,-0.09365965764128553
13018,M923,yes,no,1,linear,forward,non,cooc,space,R5,0.6021927249829198
13019,M924,yes,no,1,linear,forward,non,cooc,graph,R5,0.7090370024412282
13020,M925,yes,no,1,linear,backward,log,distance,space,R5,0.7307884711337516
13021,M926,yes,no,1,linear,backward,log,distance,graph,R5,0.7602169421740332
13022,M927,yes,no,1,linear,backward,log,cos,space,R5,0.761058679907595
13023,M928,yes,no,1,linear,backward,log,cos,graph,R5,0.7212771691738767
13024,M929,yes,no,1,linear,backward,log,corr,space,R5,-0.7310960583076338
13025,M930,yes,no,1,linear,backward,log,corr,graph,R5,-0.7465872769068717
13026,M931,yes,no,1,linear,backward,log,r_distance,space,R5,0.7415596473751165
13027,M932,yes,no,1,linear,backward,log,r_distance,graph,R5,0.5163719448043947
13028,M933,yes,no,1,linear,backward,log,r_cos,space,R5,0.2519303107209894
13029,M934,yes,no,1,linear,backward,log,r_cos,graph,R5,0.264206930971823
13030,M935,yes,no,1,linear,backward,log,r_corr,space,R5,0.7467804642029938
